Content,Stars,titre,origine,jour,mois,année,Pays
As described quick delivery good price,5,SUPER SMASH BROS,AMAZON,22,12,2022,Royaume-Uni
Everything ok,5,SUPER SMASH BROS,AMAZON,26,11,2022,Royaume-Uni
"I'm a bit late to the smash party but having started playing this a week ago (october 2019) I've been having a ... smashing ... time!There's lots to this game and in some ways not a lot. It's a fighting game and each fighter has about 16 or so moves (attack, attack + directions, special attack, special attack + directions, jump + attack + directions....) and each fighter is different (there are only a couple of 'clones' eg Princess Peach and Princess Daisy). Did I mention there's over 70 different characters?In short this game is fiendishly fun, games are quick and dynamic and even more fun with friends (you can play using a single joy-con if you need to as well so a switch out of the box supports 2 players)Unlocking characters is a challenge in itself - there's a 'classic' mode which puts you through a gauntlet of 6 battles and 'boss fight' and unlocks a new character at the end as well as a more story based mode where you free imprisoned characters and some of them join you as playable characters whereas others give you bonuses (only for story mode though).My only criticism is the lack of documented features, I'm still confused about the spirit fighters and their modifiers although I haven't found myself playing much of that mode so it doesn't bother me.Other than that there's a lot of user-friendly features such as replays, music mode and a level/stage builder and a really robust training mode. In my ignorance I never realised that a fighting game could have so much detail and thought put into it as this one.",5,SUPER SMASH BROS,AMAZON,10,10,2019,Royaume-Uni
I really loved how this game as soo many characters spread across different game titles. What makes this game more interesting are the drop items you can collect between battles. It's always fun to see what a new item can do and once you know all you can always strategise how to use them properly. Overall a fun time passing game!,5,SUPER SMASH BROS,AMAZON,31,5,2022,Inde
My son loves it.,5,SUPER SMASH BROS,AMAZON,6,11,2022,Royaume-Uni
Very bad condition,3,SUPER SMASH BROS,AMAZON,18,1,2023,États-Unis
"Great game bigged down by unneccessarily over-priced and poor value DLCs which brings the price to £110 for 85 characters.Fun: 5/5Value: 3/5 (main game: 5/5, DLCs: 1/5)PROs+ Great party game for up to 8 players (but Joy Con pairs cost £55)+ 74 playable characters+ Fun items and levels+ Doesn't get stale after 2h like £50 Super Mario Cart 8 Deluxe; high replay value+ Decent Spirit Board+ Any player can control the menu+ Lots of settings, options and customisation (the complete opposite of Mario Cart)+ Isabelle is so cute!CONs- 12 additional character cost £50(!) while the game itself is £60- Very steep learning curve- Poorly balanced characters- Only up to 8 players per screen- No tutorial or explanation how buttons and combos work- No tips how to save yourself from constantly falling off the platforms- World of light is a boring, frustrating mess with poor navigation and unfair difficulty- Long loading times- Complicated menu structure",4,SUPER SMASH BROS,AMAZON,21,7,2021,Royaume-Uni
"I bought this game as a huge fan of the Smash Bros games - ever since the original on the N64.This game is incredible. All the characters and stages from previous games, with an interesting new Adventure mode that never seems to end.It has the Classic Smash mode for old players like myself, which is great, and the characters do not take too long to unlock in their entirety.My only issue with this game is the Special Stipulation matches (most often found in the aforementioned Adventure Mode). While these in themselves are interesting and varied, the scope of the difficulty is something else. AIs can be seen constantly spamming attacks over and over, which is frustrating in any fighting game, and some of these challenges are beyond ridiculous. I consider myself a reasonably good player most of the time, but these challenges can be extremely unbalanced at times and can result in a lot of cursing and shouting to say the least. And that's only on the Normal difficulty setting. I daren't even attempt Hard mode.On the whole, I still love this game. It is great to play, and the sense of nostalgia I get from playing on some of the older stages can be quite shocking in just how nostalgic it is.I fully recommend buying this if you are a fan of the series, or even new to it. Just, my only advice is, unless you're an absolute masochist like myself, maybe play through the Adventure mode on Easy!",4,SUPER SMASH BROS,AMAZON,30,9,2020,Royaume-Uni
"My Nintendo Switch was collecting a bit of dust for some while now. Many of the new games didn't really catch my attention and I already played through all my old games. I was going to sell my system but I was patient to wait for something I'd really want to try. For some reason this game caught my attention. I've never properly played Smash Bros before so I cant compare it to previous games and this is a new experience of game to me. Anyway a day before release I preordered it, I was a bit hesitant but I really wanted an excuse to use my Switch again.I'm glad I bought it. The adventure mode is fantastic, I've really had a blast taking my time to unlock the characters, some are quite challenging too. I would say a downfall is that the game doesn't teach you how to play. As a new comer it is definitely taking some time to learn the dynamics of the game because button bashing definitely wont make you win, you have to learn a lot of combos and rules. You can however look at the buttons you need to press to do certain moves in the settings but it would be better If they did a tutorial mode so you can do it in game. Another downfall which is getting frustrating is online. It was quite smooth for me at first but now every match is lagging for me BAD. It isn't just me because by the time it plays again everyone is in the same spot and I'm not dead. This really needs to be fixed because online was a really good way for me to get better at the game. There's a lot of challenging people online. Its chaotic.. but fun and challenging.",4,SUPER SMASH BROS,AMAZON,12,12,2018,Royaume-Uni
Very fun game.,5,SUPER SMASH BROS,AMAZON,5,11,2022,Royaume-Uni
"I love the new game engine. The physics is a lot more grounded and less floaty compared to Smash 4, and bring agressive is rewarding in the game - this comes at a cost if you play a character like Marth where good spacing against your opponent is rewarded through the tipper.World of Light is okay. Not sure if I’m gonna finish it since I just want to unlock every character. But it is a nice challenge on Hard mode.There’s improved difficulty in how smart the CPU plays because they got a few pro players in Japan to play test the game and transferred their gameplay to the CPU. It’s more noticeable if you watch competitive Smash tournaments.I’ve put in maybe 30 hours since getting it and I’m enjoying it most of the time. Online is very hit and miss even if you’re playing next to your router so an Ethernet cable is highly, highly recommended.",5,SUPER SMASH BROS,AMAZON,6,11,2021,Royaume-Uni
"Can't say no more than the headline, it's Smash Bros, its a classic and I will continue to buy them as they are released",4,SUPER SMASH BROS,AMAZON,28,6,2022,Royaume-Uni
My grandson picked it out so I bought it for him. And he's enjoying quite a bit,5,SUPER SMASH BROS,AMAZON,17,9,2022,États-Unis
Must own,5,SUPER SMASH BROS,AMAZON,29,9,2022,Royaume-Uni
"I bought this game with a VR headset for my brother as a Christmas gift; however, the VR feature only works when the controllers are attached to the switch. It's hardly ideal that he has to keep his arms up on either side of his head if he wants to play VR. The game itself is fine. He enjoys playing it in multiplayer, but it is not working as a VR game as intended as a gift.",2,SUPER SMASH BROS,AMAZON,27,12,2022,Royaume-Uni
"I can't really fault most of Smash Ultimate, all the fighters returning, a new single player mode, and all the stages from the series so far. The roster has also had tweaks here and there to manage the 70+ fighters available. It's a full package and you get plenty for your money here.On the other hand, there have been complaints from more pro players about control lag, I haven't noticed it so much, but I tend to be a more casual player. World of Light can also have some weird difficulty spikes, you might be blasting though battles but get to some that really stonewall players with abilities or attack strength with no real ""spirit"" that can help. The biggest issue so far however is the online, it lags, a lot. It's not unplayable - but it is unfortunate when Nintendo now mandates that you must pay to access the online mode for their switch titles. Hopefully this issue gets resolved soon.However if you liked Smash in a more casual way. or have a fighter you liked that missed Brawl or 3DS/Wii U - this game is great and a must-have for any Switch user, if Nintendo could just get the online a bit more sorted out, that would really push it to greatness.",4,SUPER SMASH BROS,AMAZON,9,2,2019,Royaume-Uni
This game offers hours of entertainment for my child who loves to play with his friends and siblings.,5,SUPER SMASH BROS,AMAZON,11,8,2022,Royaume-Uni
"This was the best smash bros game so far because there is way more fighters then any other smash game (even though you start with 6 and you have to unlock the rest of them by beating them in battle), including inklings from splatoon (my favourite fighter) and inciniroar from pokemon.  There is also new things called 'spirits' which you equip to your 'spirit teams' which power up your main fighter during battle with special effects. The 'spirits' are the characters from games which aren't fighters that you can play as in battle. You can level them up, train and evolve them to make them stronger. There is multiple ways to get spirits: you can get them from reaching milestones and completing challenges. You can also get them from the 2 new modes: spirit board, where you fight fighters that have been possessed by spirits and then you have to blast them with a spirit gun and it will draw out the spirit and force it to join your team of spirits. the other mode, world of light, is the main story mode where you can use your spirits obtained outside world of light and the spirits you get in world of light can be used in other modes. There is also more items, such as the enhanced ray gun, enhanced beam sword and the purple mushroom that reverses the target's controls for some time, as well as more assist trophies and pokemon from pokeballs and masterballs.",5,SUPER SMASH BROS,AMAZON,25,12,2018,Royaume-Uni
"Un auténtico homenaje a la historia de los videojuegos. Cuenta con tantos, personajes, escenarios y melodías que llega a abrumar. Está hecho con el mimo que suele poner Nintendo en sus licencias y eso se nota, el juego es sobresaliente en todos los aspectos y funciona muy bien tanto en modo dock como en portátil. Llama especialmente la atención en portátil, se ve precioso.En cuanto al juego es lo que podemos esperar de smash bros, con ese estilo de juego de lucha tan particular que tantos años ha caracterizado a la saga. Hay que saber antes de comprarlo que no estamos ante un Street fighter o un Guilty gear, Smas bros es completamente diferente y habrá algunos que no se acostumbren a su estilo de juego.En cuanto a la duración, el modo aventura nos llevará unas 10 horas, pero cuenta con tantos modos de juegos, y por supuesto el modo online, que hacen que el juego sea infinito, siempre que su estilo de lucha nos enganche.En resumen, gráficamente precioso, con duración ilimitada y divertidísimo si nos justa pelear online, pero como dije antes hay que saber que esto es muy diferente a un clásico Street fighter o un King of fighters. Made in Nintendo, made in Sakurai. Recomendado.",4,SUPER SMASH BROS,AMAZON,29,6,2019,Espagne
"There's a real shortage of multiplayer games where you can just gather around the sofa with friends these days so this makes a refreshing change - being able to play with 8 players (4 wireless switch controllers and 4 gamecube controllers with the USB adapter) is excellent. The game seems to run smoothly on the switch even with 8 players and it looks great, albeit a bit frantic at times with so much going on. The only real negative is that the vast majority of characters are locked to begin with and, although there are tricks to unlock them quickly, it takes a while to unlock. And even when you've unlocked them all you can then pay again for the DLC which, to be honest, seems a bit steep to me. Which is a shame as it's a great game with others but you kind of need to commit time playing alone to get the whole cast.",4,SUPER SMASH BROS,AMAZON,7,2,2020,Royaume-Uni
"It's the most addictive game I've played this year; I've never felt bored playing it and I can see myself enjoying it for a long time. The game has 74 fighters (excluding DLC) from various gaming franchises including Castlevania, Street Fighter, Sonic the Hedgehog, Pokémon, Super Mario, Kirby, Zelda, StarFox, Donkey Kong, Final Fantasy, Fire Emblem, and more besides.There's 8 fighters available to choose from initially. As you progress through fights through smash mode, you'll be challenged by a random NPC, which you can beat to unlock them for your own use. The spirits adventure mode (story mode), you'll explore your way through a stunningly gigantic, colorful, immersive, labyrinth-like world, and take on the mysterious force called Galeem to rescue various playable characters and helpful spirits. Then there's classic mode, where you fight your way through different challenges depending on the fighter you pick. There's so much to do and it's so much fun to play that I've not bothered to play another game this week. I could while away hours and not notice the time fly by.I've yet to find anything that I'd regard as a negative point about this game. The fighters are iconic, the stages are varied, the gameplay addictive. I believe this will succeed super smash melee as the best smash bros game to date.",5,SUPER SMASH BROS,AMAZON,15,12,2018,Royaume-Uni
"Brilliant game, exactly what all SSB fans wanted and amazing.  As someone who plays it new to the game rather than a long term player (my partner) I can confirm it is easy to pick up, different difficulty levels and is perfect for everyone.  Involves a whole host of game characters, game scenes and has brilliant array of elements to the game.  Story mode, two player, arcade etc.  Highly reccomend for absolutely anyone who loves to game.",5,SUPER SMASH BROS,AMAZON,23,11,2021,Royaume-Uni
Il gioco è stupendo!,5,SUPER SMASH BROS,AMAZON,26,7,2022,Italie
"Purchased this for my 13 yo son for Xmas and got a “Cool, Mom” and later “Mom, you’re the best!” He loves the game, stated that it’s super fun, and is still playing it three months later. Can’t beat that.",5,SUPER SMASH BROS,AMAZON,28,2,2022,États-Unis
Funciona bien el juego.,5,SUPER SMASH BROS,AMAZON,9,8,2022,Espagne
I mean it’s super smash bros what else do you need me to say,4,SUPER SMASH BROS,AMAZON,5,2,2022,États-Unis
"Its a great game with the most variety available of any Smash Bros game to date! All the Maps that have ever been in the series are here plus more and available right from the start which is great. Gameplay is as you would expect from a smash bros game with a stronger emphasis on competitive play but is still easy to pick and play for the novice gamer. However i do have a couple of nitpickis, the first is that there is no single way to unlock a specific character :( You are randomly given 1 of the 74 avaliable characters every few battles. I've not unlocked anyone I really like to play as yet with 30 unlocked so far. The other is the World of Light ( Adventure Mode ) Once started every battle you win unlocks a 'Spirit' which grants advantages and abilities to counteract the CPU's own spirits. Every single battle in World of Light has a different enemy with different spirits which causes a lot of micromanaging! If you get lazy with it you can find yourself being pummeled by the enemy!I've not tried online mode yet so I can't comment on that, maybe when I get better haha!",5,SUPER SMASH BROS,AMAZON,13,12,2018,Royaume-Uni
"This is not your regular fighting game, but is even more challenging with the added difficulty as the stage changes mid fight. This game has the highest numbers of playable characters in the history of video games, and even as of today they are adding more players.An absolute must own game for the system, probably one of the reason you will not find this game much discounted, much like all the first party Nintendo games, this will hold its value in the near future.",5,SUPER SMASH BROS,AMAZON,19,6,2021,Inde
Lost one start as I found out that I couldn't customise the special attacks....and once again they changed Pit' s special attack! I was devastated (favourite character) ...I really liked the version on the Wii ....but maybe because I only like playing with one character. They have really went for it in get a of graphics and yes there's a tonne of character and courses. The courses are mainly all open but the character you have to win ....so I really struggled as pit wasn't one of the first choices but I guess it's a good chance to try other characters. They added in a new feature called spirit and i feel they spent to much time on this and i personally would have preferred if they just added in all the attacks used is the whole game series and let me customise the fighter! If you are a smash bro fan it's still a must buy !,4,SUPER SMASH BROS,AMAZON,31,12,2018,Royaume-Uni
"For Super Smash Bros enthusiasts, this game is a godsend. It offers the widest range of characters in any Smash game yet. The single player missions are decent but the real fun is in multiplayer. Gameplay is awesome and the graphics are top notch. The product is a bit expensive but it is not available at a cheaper price anywhere else.",5,SUPER SMASH BROS,AMAZON,11,8,2021,Inde
"This installment of Super Smash Bros has been provided an excellent experience so far, I have enjoyed both the single and multiplayer aspects of the game. The single player 'adventure mode', World of Light, whilst not having any particular story proved to be very fun and the spirts made the more grinding parts feel somewhat rewarding. I am yet to play with a party bigger than three but have enjoyed playing against friends in the classic mode. One thing I do not like is the randomness of the character battels which are required to unlock new characters. With it taking around around 3 fights between these pop ups and having over 70 characters it could be quite a long time before you get the chance to unlock one of your favourites.  All things considered the game has already provided many hours of entertainment and I'm sure it will continue to do so for many more.",5,SUPER SMASH BROS,AMAZON,21,6,2019,Royaume-Uni
"Truly a great mix of characters from many different genres and games. Plays like smash which is really all you can ask for but I did have some issues. I didn’t like the menu it felt a little odd to navigate, the new way to set up a match seems a bit tedious, the story mode is long and uninspired, just a large map with a lot of pointless battles just to get to a character piece, boss or on of the 5 cutscenes and finally no trophy’s like the last few games.",4,SUPER SMASH BROS,AMAZON,9,9,2020,États-Unis
Initially I was hesitant of buying a fighting game with a large competitive scene that has been going for years (so eveyone knows the basics). The game is quite simple to start and the story mode really shines to guide you through combat.  There isn't really a tutorial but viewing the controls and heading to training mode to try out all the buttons makes figuring everything out fairly simple.You start out as Kirby and slowly unlock more and more characters as you play so you don't end up overwhelmed. I advise checking out the story and spirit board first so you can get a grasp of what your doing and unlock new characters and helping hands to advance your abilities or just make everything a little easier without pandering.It can be easy to loose your character in the more flashy screen animations but it becomes less of an issue with time. Perfect party game really dispite it's more intimidating aspects.,5,SUPER SMASH BROS,AMAZON,14,1,2019,Royaume-Uni
I’ve been playing SSB since way back on the N64 so I was so happy to find it for the switch now!!,5,SUPER SMASH BROS,AMAZON,22,2,2022,États-Unis
"As a gamer that isn't very good at games, and has little time to play them, I was a little nervous as to wether I should buy this or not... I am SO glad I did.There's just SO much to do in the game, and lots of places you can play to try and get better at playing. The training options and the difficulty settings mean you can get involved in the mayhem, but still feel like you're enjoying it rather than being punish.Its fast, frantic, colourful, energetic and totally insane. I can't rave about it enough - matches can last anywhere from 20 seconds to 5 minutes, if you want. There's plenty of ways to play it.It's a masterpiece in game design and game balancing - the nuance in the different styles of play and the characters is immense, you can really geek out on it all if you're that way inclined.I love it!",5,SUPER SMASH BROS,AMAZON,23,1,2019,Royaume-Uni
My son was very happy about this game. He plays it whenever he can!,5,SUPER SMASH BROS,AMAZON,27,3,2022,États-Unis
Regalo molto apprezzato!la mia recensione è solo per il servizio consegna Amazon impeccabile come sempre.,5,SUPER SMASH BROS,AMAZON,22,5,2022,Italie
"Regalo per Natale è ancora chiuso, il gioco è nuovo e sigillato",4,SUPER SMASH BROS,AMAZON,22,12,2021,Italie
Niente di eccezionale,3,SUPER SMASH BROS,AMAZON,7,7,2022,Italie
Love this game,5,SUPER SMASH BROS,AMAZON,27,4,2022,États-Unis
"This game is jammed full of stuff to do, including unlocking the full cast of characters on your first playthrough.  I fully completed the world of light mode and enjoyed it very much.  The only negative I can give, which is why it is 4 instead of 5 stars, is the online is pretty poorly implemented.Running a room for online play is clunky, and lacking in certain options, like being able to alter rules once the room is created, and matchmaking with friends into different games.  Simply being able to team with your friends and enter fights with others would make this way better.Other than that, if you're not looking for much online play it is one of the best games out this year by far!",4,SUPER SMASH BROS,AMAZON,24,12,2018,Royaume-Uni
"This was my first venture into the Smash experience. While I was hearing great reviews about how accessible the game is I can't figure out how. The game is fun, even if the online is a buggy, stuttering mess. There is plenty to do single player but I recommend watching tutorials and reading up on the basics as there is much to learn an no tutorial to help you get to grips.The game is great once you get to grips with it, and bought for a family or group of friends either all starting or at a similar experience level I could see the game being amazing. The base playable characters are good but there will be many people wishing there favourite had been selectable from the start of the game.",4,SUPER SMASH BROS,AMAZON,23,12,2018,Royaume-Uni
"likeAs the title suggests, it's another Smash title in the series.It's got the same gameplay/mechanics you know and love, but with some little new pieces and features.It's also nice to see such a large roster of playable characters all in stunning graphics.dislikePersonally I dislike that there is no Trophies in the game.I used to love playing for hours on end to collect the little in game Trophies and then admire my virtual display.Some of the character additions feel forced (does there really need to be so many from Fire Emblem? They all felt similar to each other)I have not paid for Nintendo's online service, as such I am unable to comment on the Online features of this game.",4,SUPER SMASH BROS,AMAZON,21,12,2018,Royaume-Uni
"I was apprehensive about buying this game, as I'm not much of a gamer nor particularly skilled either. However, this has FAR exceeded my expectations. The controls are tricky but there's a training room to get to grips with it but there's so much to learn other than button bashing and I love it. Story mode is fantastic, along with the other modes. Try to play multiplayer with family, it's absolute carnage! There is just so much content. You can also change the difficulty at any point - so it's accessible for all levels of players. I highly recommend this game to everyone. Also, shipping was good and, unlike other reviews I've seen, did come with the cartridge inside the box.",5,SUPER SMASH BROS,AMAZON,5,10,2019,Royaume-Uni
"To be honest, this is a great game. Now, a lot of people say that it has a resemblance to Super Smash Bros Brawl (the Wii version) which I partially agree with but I think the mechanics of the game are quite different to Brawl. However, the differences are big enough so that you will fully notice the difference between this and Brawl. The graphics look stunning and props to Nintendo for being able to pull these kinds of graphics off with a silky smooth 60fps. If I were to nitpick though, I think that the assist trophy items kind of hurt the game. If your opponent is able to take an assist trophy before you and you don't and your opponent is lucky enough to get a really strong assistant you may be in trouble. Overall, it's an amazing game with beautiful graphics and is totally worth your time and money and I highly recommend you buy it. It's a must have for any switch owner.",5,SUPER SMASH BROS,AMAZON,8,12,2018,Royaume-Uni
"First time playing Smash ever, but the story mode was amazing, it had the right theme and the difficulty was easily adjustable if you were struggling. When playing against my brother (1v1) there are so many options in terms of maps, team battles, tag-team (3v3 or 5v5, my favorite) that we now have daily tournaments when I am back home. I also have many nephews so the ability to play up to 8 players is so much fun. It is a must game on the switch!",5,SUPER SMASH BROS,AMAZON,21,12,2020,Royaume-Uni
"The game is great, its Smash, you can check YouTube for reviews, but a word of warning.Nintendo uses Peer to Peer (p2p) connections for almost all of its online games, including this one. Test your wifi connection on the switch. If your NAT type is D-F, your internet connection does not allow p2p connections and you will not be able to play this game, or any other, online on your Switch.Unless you know how to use a VPN to bypass your ISP's restrictions, your options will be extremely limited, and this game will be wasted as it has very little meaningful single player content. Great game with friends, but check your internet first.",4,SUPER SMASH BROS,AMAZON,3,3,2019,Royaume-Uni
"Wow È un gioco coloratissimo, vivace, pieno di personaggi storici She della Nintendo degli altri videogiochi le mappe sono tantissime diverse anche difficili alcune si muovono continuamente oppure mutano ci sono un sacco di funzioni naturalmente si gioca on-line anche si possono personificare i personaggi ragazzi davvero divertentissimo lo consiglio 😜",5,SUPER SMASH BROS,AMAZON,2,12,2021,Italie
My 11yr old loves this game.,4,SUPER SMASH BROS,AMAZON,4,11,2021,Royaume-Uni
great gift,5,SUPER SMASH BROS,AMAZON,1,4,2022,États-Unis
"I’m very confused because I ordered the EU version of the game and what came in was the American version, which I didn’t want since the EU came with more characters. I didn’t realize this until it told me I unlocked all of them at 71 so I’m not really too happy about that, and I feel pointless returning/replacing it now since I’ve played it for the past week since I got it. The case was supposed to have a yellow corner like displayed in the picture for advertising, and I looked it up and that is on all of the EU versions. Please tell people which version they are buying!!! This wasn’t a huge deal but it’s still frustrating",3,SUPER SMASH BROS,AMAZON,10,3,2021,États-Unis
"As a Smash fan (ever since Brawl) I've always enjoyed battling with my siblings and online.I know I'd say the same if I was playing it rn, except Amazon screwed up and didn't even put the game in the case.Regardless of that issue, i know it's a lot of fun.The only thing I'd say is bad is the online, your preference for how you want your games online doesn't always mean that you'll get what you want. E.g. Choosing 2 stock 1v1 and instead getting a free for all with items she stage hazards but with the recent patch it's been made more consistent.",4,SUPER SMASH BROS,AMAZON,17,12,2018,Royaume-Uni
Ritengo che il prodotto sia in perfette condizioni.Il gioco funziona bene ed è ottimale.consigliato!,5,SUPER SMASH BROS,AMAZON,3,4,2022,Italie
Excelente precio y entrega rápida.,5,SUPER SMASH BROS,AMAZON,10,2,2022,États-Unis
"Fast pased action. For someone who has played smahs before or even a new comer to the series this action packed hero fighter is a must for the Nintendo Switch. Super Smash Bros is a absolutely fantastic addition to the super smash series adding more characters then ever with many different modes to choose from. Smash challenging, yet fun to grind Keeps anyone engaged. The world of light keeps you interested and engaged by allowing you to battle against your favourite characters to gain “spirits” which help you during your battles, you can also gain and build you roaster by playing through this! It’s a fantastic, well worth a buy and a great addition to anyone’s Switch.",5,SUPER SMASH BROS,AMAZON,13,4,2019,Royaume-Uni
"Ci giochiamo spesso in famiglia ed è divertentissimo. È un gioco di combattimento e se piace il genere, lo straconsiglio",5,SUPER SMASH BROS,AMAZON,16,2,2022,Italie
"I’ve always somewhat enjoyed the SSB games, from the N64 to the Wii, I’ve put a fair amount of time into the series. It’s never been my go to game, mostly because I find it wears out after a few hours of gameplay. That’s not to do a disservice to the clear, fantastic effort that has been put into this game by the developers. The roster is humongous and slowly earned, the story mode is huge in scale and the gaming options give a depth unparalleled in earlier incarnations. But, for me, I find the core gameplay gets somewhat tiresome. I didn’t find myself eager to throw myself back in the arena as I do with other games on the console (Mario Odyssey, Skyrim) but instead I found the game growing tiresome. It’s great value for money, but the monotony can’t be ignored. At least not for me, anyway. If you’re into the series as a whole, this will undeniably tick every box multiple times over with the vast content it offers.",3,SUPER SMASH BROS,AMAZON,24,5,2019,Royaume-Uni
Game arrived in factory sealed packing and in excellent condition. No complaints.,5,SUPER SMASH BROS,AMAZON,20,2,2022,Royaume-Uni
"I bought this as a present for my daughter as she enjoyed the version on the Wii that came out ages ago. Since we don't actually have a Wii, we've been waiting for this for ages and it was great to play it 3-4 players with the family around the TV. It's pretty easy to pick up (jump and attack basically) and things can be confusing when a lot is happening but it's pretty fun and lots of weird stuff occurs all the time which makes you smile. The only downside I would say is that it takes ages to unlock more playable characters and you have to defeat them 1 v 1 to unlock them to play. If you lose, you have to wait until they randomly appear again which could be a while for specific characters.",5,SUPER SMASH BROS,AMAZON,27,12,2018,Royaume-Uni
"Bought for my don, he enjoys playing",5,SUPER SMASH BROS,AMAZON,3,3,2022,Royaume-Uni
Assolutamente da prendere se si possiede una console Nintendo Switch.Per quanto possa sembrare ripetitivo riesce ad essere divertente e terrà compagnia per varie ore di gioco,5,SUPER SMASH BROS,AMAZON,9,1,2022,Italie
"Highly recommend this game, it's such fun! Enjoyed by all members of my family from age 5 to old (no need to state actual ages!). If you want what's still technically a fighting game but isn't so brutal that it's not suitable for younger members of the family then it's absolutely perfect. I haven't tried it myself yet but 8 players can play on the same screen at one time, which is very rare. Still getting plenty of enjoyment from this months after purchase.",5,SUPER SMASH BROS,AMAZON,6,5,2020,Royaume-Uni
apart from the fact they left the game as well as a very expensive camera lense OUTSIDE the porch without even knocking. games fine. luckily i got a message saying it was delivered or it probably would have been stolen,4,SUPER SMASH BROS,AMAZON,3,3,2021,Royaume-Uni
"Loved this game. If you’re a fan of the previous smash bros, you will love this one.The game contains 74 of your favourite game characters but you need to play the story in order to unlock them.Online is really laggy, not sure what is going on with the servers but sometimes it is literally unplayable.It was fun nonetheless and I would highly recommend it as one of the first games you get for your Nintendo Switch.",5,SUPER SMASH BROS,AMAZON,11,4,2020,Royaume-Uni
Per chi a la nintendo switch lite non può non avere questo gioco.. Lo consiglio a tutti!!!,5,SUPER SMASH BROS,AMAZON,5,2,2022,Italie
Christmas present for my son he loved it,5,SUPER SMASH BROS,AMAZON,5,2,2022,Royaume-Uni
Ordering online is always scary and risky but not this time around! Stores have been sold out of this game for weeks and the turn around shipping felt almost immediate. Game works properly and there was no damage to the casing.,5,SUPER SMASH BROS,AMAZON,11,1,2021,États-Unis
Versione completa prezzo otto,5,SUPER SMASH BROS,AMAZON,3,4,2022,Italie
Bello,3,SUPER SMASH BROS,AMAZON,26,3,2022,Italie
Grandchildren will be happy with their new Nintendo switch games. Expensive but they will have hours of fun playing,5,SUPER SMASH BROS,AMAZON,11,11,2021,Royaume-Uni
Nothing to complain about! I received US version just as they say… Perfect Game,5,SUPER SMASH BROS,AMAZON,3,10,2021,États-Unis
"My sons (19 and 15) assure me this is the best game they have played. Essentially it is a fighting game between a variety of characters, more of which can be gained through game play and deals over time. My sons assure me that there is strategy, competitions and practice required. I bought this for him for Christmas, and he plays this regularly, a month and a half on, and they are still playing it for at least 3 hours every fortnight, when they get together. My youngest probably plays weekly. So this game has longevity, which can be lacking in other games.",5,SUPER SMASH BROS,AMAZON,13,2,2019,Royaume-Uni
"Great game and takes me back to my childhood on the N64. Having missed 2 generations of SSB games, Ultimate introduces new yet familiar features within the game. Being on the Switch, it took a little bit to get used to new controls, but it was easy to do so with the aid of the training area.The new modes that have been introduced bring endless hours of fun to the game, and not to mention the 'Smash' mode for local battles with friends and family.Overall, SSB: Ultimate is a great game for everyone - both Smash Veterans and Newbies alike.",5,SUPER SMASH BROS,AMAZON,27,12,2018,Royaume-Uni
Bought for my son who has made good use out of it.,5,SUPER SMASH BROS,AMAZON,14,12,2021,Royaume-Uni
Molto divertente,5,SUPER SMASH BROS,AMAZON,4,4,2022,Italie
Excelente,5,SUPER SMASH BROS,AMAZON,23,12,2021,États-Unis
Bought as a birthday present for my grandson.  He seems to like it.,4,SUPER SMASH BROS,AMAZON,14,5,2021,Royaume-Uni
"There is nothing new to say about Super Smash Bros. It's a good, solid fighting game for pretty much all ages.I personally had a lot of fun with it, it will be my travelling companion for a long time as they are so many characters to unlock.If I were you, I would get one of the GameCube controller to plug into your switch, or at least a Nintendo Switch pro-controller with it. It can be quite ruthless on the controls and I can see myself breaking 1-2 joycon after playing that game for long.",5,SUPER SMASH BROS,AMAZON,7,3,2019,Royaume-Uni
"Zum Spiel selsbt will ich nicht viel sagen, es ist der absolute hammer!Seit dem N64 hab ich kein SSB gespielt und da die Switch einen festen Platz bei uns gefundne hat, musste nun SSB Ultimate her.Macht,  selbst mit meinen über 30 Lenze und der Reaktionszeit eines Faultiers, genau so spaß wie früher.Nun zum UK Artikel und dem Preis.War mir auch unschlüssig welches Super Smash Brothers ich nun kaufen soll,das für über 70€ mit der USK oder die PEGI Version aus den UK für 59,90€.Hab nun die UK Version und es ist auf Deutsch und über 10€ günstiger.Warum es so große Preisunterschiede gibt weiß ich auch nicht, darf aber bei so einem Artikel, auch beide mal von Amazon verschickt, nicht sein.Für die Differenz gibts jetzt eine Micro SD Karte ;D",5,SUPER SMASH BROS,AMAZON,16,1,2019,Allemagne
Il gioco è bello… ma è noioso a lungo andare,3,SUPER SMASH BROS,AMAZON,2,2,2022,Italie
Great game which I would recommend great to play,5,SUPER SMASH BROS,AMAZON,11,12,2021,Royaume-Uni
"that's one of two gripes i have. the other being animal crossing fighters.WHY DO THEY GET IN, WHEN WE COULD HAVE WALUIGI OR SHADOW THE HEDGEHOG THAT WERE IN THE GAME LONG BEFORE THEM. hell, why not make lyn playable? Then you can fix her 40~ year old woman smoker voice that you have given her, when she's suposed to be like what? 19? good grief.",4,SUPER SMASH BROS,AMAZON,26,4,2019,Royaume-Uni
Fantastico gioco,5,SUPER SMASH BROS,AMAZON,21,3,2022,Italie
Great fun game! Campaign is amazing and multiplayer is amazing also. Best game to buy on switch besides Mario Odyssey and BOTW! 100 percent buy!,5,SUPER SMASH BROS,AMAZON,11,4,2021,États-Unis
