Content,Stars,titre,origine,jour,mois,année,Pays
Le meilleur des Animal Crossing tout simplement !Il y a pleins de choses à faire sur son île ce qui rend la durée de vie du jeu très appréciable.La personnalisation des éléments ont encore été poussé d'un cran avec cet opus.Les mises à jours sont fréquentes.Pour moi la seule déception c'est de ne pas pouvoir nager/plonger c'était le cas dans New Leaf.J'espère qu'une prochaine mise à jour le permettra...,4,ACNH,AMAZON,30,5,2020,France
"C'est un jeu qui plait aux enfants de tout âge. il y a sans doute un e petite lassitude passés les premiers temps, mais ils finissent par y revenir avec plaisir, peut-être à cause des event créant de petites surprises : il y avait par exemple des oeufs sur l'île au moment de Pâques. Agréable surprise pour eux.",5,ACNH,AMAZON,6,4,2021,France
"Un grand classique jeux Nintendo, on peut y passer des heures à construire une île paradisiaque bref le temps passe plus vite en jouant à ce jeu",5,ACNH,AMAZON,9,11,2021,France
Au temps que sur ds j’adorais mais la c’est super prenant ! Et souvent des mises à jour avec de nouvelle chose c’est vraiment génial !,5,ACNH,AMAZON,16,11,2021,France
Jeux très sympa! Peut être un peu trop.addictif pour le enfants...,5,ACNH,AMAZON,22,2,2022,France
Jeu très agréable sans violence permettant de construire son monde et son univers. Très sympa pour les enfants,5,ACNH,AMAZON,10,1,2022,France
Toujours un bon achat en cadeau pour les enfants,5,ACNH,AMAZON,11,3,2022,France
J'adore ce jeu j'y pense du temps et ne me lasse pas meme si par endroit c'est dur,5,ACNH,AMAZON,29,12,2021,France
Le jeu n’était pas présent dans la boîte…Une arnaque. J’espère être remboursée!!!😤😤😤😤😤😤😤😤,1,ACNH,AMAZON,2,2,2023,France
Le jeux est génial,5,ACNH,AMAZON,30,3,2022,France
"Un bon jeu pour chiller sur un jeu sans prise de tête ! Un parfait passe temps pour les confinement/couvre-feu ☺️Par contre, attention Amazon !! Des gens renvoi les boîtes vides et comme vous vérifiez les colis de retour grâce au poids (il me semble). La cartouches etant très légère vous remboursez les gens et réexpédiez des boites vides !",5,ACNH,AMAZON,16,1,2021,France
"Jeu reçu en parfait état, sans problèmes. Ça fait plus d’un an maintenant et c’est toujours autant amusant.",5,ACNH,AMAZON,26,12,2021,France
"Super jeu bien que répétitif, et on ne peut supprimer les discours redondants.Nécessite a l enfant de savoir lire ou au parent de faire la lecture les premières fois ou lors des évènements spéciaux.Satisfait. Ma fille aime y jouer et rejouer de façon cyclique.",5,ACNH,AMAZON,31,5,2021,France
"Déçu, si vous avez connu le animal crossing sur 2DS vous pouvez être  comme moi frustrer. Une fois fini la missions vous êtes lâché comme ça dans le jeu et vous devez la rénover, au bout d’un moment installer les clôtures pendant 10 min ça devient embêtant en tout cas pour ma part. Sinon, les graphismes sont top",3,ACNH,AMAZON,23,12,2021,France
Tout est en ordre. Jeux reçu et fonctionne bien en FR,5,ACNH,AMAZON,15,2,2022,France
Correspond à l’annonce,4,ACNH,AMAZON,30,10,2021,France
Beaucoup de choses a lire. Trop pour un enfant en bas age,5,ACNH,AMAZON,3,2,2022,France
"Un jeux relaxant, parfait pour developer notre créativité !",4,ACNH,AMAZON,13,9,2021,France
Tamagochi,5,ACNH,AMAZON,9,4,2022,France
"J’étais déjà adepte du animal crossing wild world et celui de la wii (franchement pas le meilleur)J’ai longtemps hésité à le prendre et... il est encore MEILLEUR que les précédents !!! Prise en main rapide, je passe mes soirées à y jouer et on s’ennuie pas je vous l’assure. L’idée de construire son île est top !!",5,ACNH,AMAZON,3,3,2021,France
Ma fille l’adore et le jeu est arrivé en parfait état,5,ACNH,AMAZON,6,2,2022,France
"Que dire ? Je le possède déjà, j'ai acheté celui-là pour l'anniversaire de ma meilleure amie. C'est un jeu qui nous rappelle notre enfance en beaucoup + développés, les créations sont infinis et le jeu ne s'arrête jamais vraiment. Des mises à jours sont faîte régulièrement et je pense ne pas avoir besoin de dire que ce jeu est l'un des meilleurs, il s'est déjà fait sa propre réputation. ;)",5,ACNH,AMAZON,18,7,2020,France
Impeccable,5,ACNH,AMAZON,9,4,2022,France
Mon fils de 12 ans le voulaisIl en est contentBien emballé et fonctionne parfaitement,5,ACNH,AMAZON,5,1,2022,France
"Achete pour mon fils de 6 ans, car vu pub a la tele...il faut lire bcp....car personnages utilisent language cotton ouate bla bla..donc un enfant qui ne sais pas lire ne peut pas jouer tout seul...",4,ACNH,AMAZON,19,2,2021,France
"Le jeu est beau, bien pensé en terme de jouabilité et de durée de vie presque illimité.Un jeu non violent parfaitement adapté aux enfants plus jeunes.Par contre, je regrette que l'on ne puisse pas avoir plusieurs parties différentes en même temps à la manière des jeux Pokemon. Quand la console est partagée entre plusieurs enfants, c'est un peu dommage.",3,ACNH,AMAZON,25,11,2021,France
"Offert pour noël , incontournable jeu pour petits et grands",5,ACNH,AMAZON,13,2,2022,France
Super jeu 🕹 je recommande,5,ACNH,AMAZON,16,3,2022,France
"Les enfants sont fans. La voix de Nook ""Yaourt"" peut devenir entêtante.",5,ACNH,AMAZON,24,1,2022,France
"Super jeux, assez addictif au début, 4 étoiles pour le côté assez rébarbatif au bon d’un moment quand même mais sinon on passe assez de temps sur le jeu, que l’on soit grand ou petit",4,ACNH,AMAZON,2,3,2021,France
"Je l'ai acheté pour mon fils de 7 ans.Le jeu est accessible pour tout public. il faut savoir lire un petit peu et accompagner les plus jeunes au départ sur certains mots, mais tres rapidement, ils prennent leurs marques et les textes reviennent assez souvent.",5,ACNH,AMAZON,17,5,2021,France
"Beaucoup plus beau que le premier jeux au niveau graphisme , choix et liberté de mouvements, relaxant.",5,ACNH,AMAZON,15,12,2021,France
Rien à signaler,5,ACNH,AMAZON,21,3,2022,France
Le jeu n’était pas présent dans la boîte et le blister déjà ouvert ! Une arnaque . J’espère être remboursée.,1,ACNH,AMAZON,28,1,2023,France
Totalement satisfaite !!!Par: le prix à 30% moins cher qu’en magasin.Le délai de livraison ... commandé et livré en 24h!!!!!!!État nickel et en français.Jeu pour 7 à 77 ans... une fois dedans on en devient accro!!!Acheté pour ma fille de 7 ans... qui gère très bien ... et j’avoue que même la maman aime bien ...,5,ACNH,AMAZON,2,8,2020,France
Ce fut un cadeau très apprécié !Livraison nickel.,5,ACNH,AMAZON,6,2,2022,France
Livraison ok dans les temps.Le jeu fonctionne parfaitement.Je recommande !,5,ACNH,AMAZON,3,1,2022,France
Enfant de 8 ans,4,ACNH,AMAZON,7,9,2021,France
Super jeux je regrette pas de l'avoir acheter un vrais petit régale.,5,ACNH,AMAZON,1,1,2022,France
"Après avoir reçu un emballage....vide, j'ai eu recours à l'assistance Amazon par téléphone. Problème réglé en 5 mn et nouveau produit conforme reçu le lendemain. Bravo. On aimerait que toutes les entreprises et administrations françaises fonctionnent aussi bien. On peut toujours rêver...",5,ACNH,AMAZON,19,5,2021,France
"Livré le lendemain de la commande. Le jeu est super, il l'était déjà sur les autres consoles nintendo, il ne cesse de s'améliorer. Les 2 premiers jours j'ai joué de manière intensive ce qui m'a permis de vite développer la ville. Je l'avoue, la fin du week-end et l'abandon du jeu pour le travail m'a fait un peu de peine.",5,ACNH,AMAZON,14,10,2020,France
"Je l'ai acheté pour faire un cadeau à ma fille, il est conforme à la description",5,ACNH,AMAZON,30,11,2021,France
Bon jeux,5,ACNH,AMAZON,22,3,2022,France
J'ai acheté le jeu pour ma fille car elle adore les jeux,5,ACNH,AMAZON,19,12,2021,France
"Le jeu comme tout les opus est très agréable. On retrouve vraiment ce qu'Animal Crossing a su créer depuis de nombreuses années. Cependant, aujourd'hui les jeux ont tendance à ne plus être complet dès la première version mais à se faire à travers les mises à jours. C'est le cas de ACNH... Le jeu n'est pas complet, au bout de 2 mois de jeu on s'ennuie sachant qu'avec l'ancien opus j'y ai joué durant plus de 2 ans. Si vous êtes patient achetez le jeu, n'hésitez surtout pas à faire des pauses pour profiter plus longtemps du jeu mais dans le cas contraire, passez votre chemin. Si vous voulez vraiment jouer à Animal Crossing, achetez New Leaf et une 3DS si besoin.",3,ACNH,AMAZON,2,6,2020,France
"Super jeu apprécié par toute la famille.Ici, pas d'aventure, de jeu à terminer.On évolue un peu tous les jours, ce qui promet une durée de vie extrêmement longue.On verra ce qu'il en est dans quelques années, mais s'agissant de Nintendo, je ne me fais pas trop de soucis, on y jouera encore longtemps !",5,ACNH,AMAZON,7,9,2020,France
Article fonctionne bien mais la boîte est arrivé cassée 😡,4,ACNH,AMAZON,6,7,2021,France
"Parfait, j’ai reçu ma commande le soir même avec Amazon Prime, le jeux est vraiment cool malgré le fait que je me sois faites piqué 2 fois de suite par des abeilles et évanouis toujours 2 fois de suite a cause d’un scorpion 😭🤣 j’aime vraiment ce jeux surtout Meli et Melo je l’es trouve beaucoup trop mignon",5,ACNH,AMAZON,27,8,2020,France
Animal crossing superbe géniale on si et tous créer un personnage superbe jeux avec plein d'aventure et de chose a faire génial comme jeux,5,ACNH,AMAZON,13,9,2021,France
"C'est un superbe jeu de simulation de vie pour les enfants ou adultes, on y fait des choix pour avancer, avoir de l'argent ou vendre !!! Cela apprend la gestion aux enfants à travers ce jeu !!! Ils ont le choix du personnage et de jouer en multijoueur ou seul ! Je recommande !!!",5,ACNH,AMAZON,18,11,2020,France
Un sourire de plus,4,ACNH,AMAZON,18,8,2021,France
"Conforme à la description, rapport qualité / prix correct.",5,ACNH,AMAZON,10,1,2022,France
"La meilleure version d'animal crossing ! J’y joue presque tout les jours et on ne s’en lasse pas. Le jeux n’a pas de fin, il évolue tout le temps grâce aux mise à jour. Je le recommande à 100000% !",5,ACNH,AMAZON,25,4,2021,France
"J'ai acheté ce jeu parce que je l'avais déjà sur la DS. Ce jeu m'a permis un vent de liberté durant le premier confinement. Ce jeu est génial, il est mis à jour régulièrement et peut convenir à des enfants ou des personnes qui découvre les jeux vidéos. Je recommande ce jeu.",5,ACNH,AMAZON,20,12,2020,France
"Ouvert le jour de Noël par ma fille, et la drame! Pas de disquette dans la boîte pourtant sous blister! Amazon ne veut rien savoir et ne procède pas aux dédommagements des préjudices subis! Et aucun geste! On devait contrôler avant Noël… dur à entendre ! Et très déçu…",1,ACNH,AMAZON,1,1,2023,France
Jeu bien emballe reçu rapidement.Les enfants son ravis.,5,ACNH,AMAZON,31,12,2021,France
"Génial !! Reçu une semaine après la date prévue mais vu que c'était la crise du Coronavirus, c'est largement excusable.Je le conseille pour les fans d'animal Crossing et ceux qui se laisseraient tenter par la série.Quelques petites déceptions, au vu du contenu des jeux précédents, mais j'espère qu'avec le temps, plein de mises à jour combleront ces lacunes !!",5,ACNH,AMAZON,10,6,2020,France
Comme les précédents toujours les mêmes choses a faire et a développer,5,ACNH,AMAZON,22,11,2021,France
"C'est tout simplement un très très bon jeu qui plaira à tout le monde. Le fait que le jeu évolue en temps réel est un réel plus. De plus, il offre des mises à jours constantes qui font rappeler que l'éditeur ne nous laisse pas seul.",5,ACNH,AMAZON,24,2,2021,France
Satisfaite mais prix un peu élevé,5,ACNH,AMAZON,31,1,2022,France
Le jeu est super cool et relaxant !,5,ACNH,AMAZON,8,1,2022,France
"Très bon jeux !Pour ce détendre tranquille, possibilité de jeux en ligne, très complet, beaucoup d’heures de jeu vous attendent",5,ACNH,AMAZON,9,9,2021,France
"Le colis est conforme à la description! Il marche très bien. Mais le colis est arrivé ouverts dans ma boite au lettre. Vu que je ne c'est pas si c'est la faute du vendeur ou non, je met quand même 5 étoile vu qu'il marche très bien!",4,ACNH,AMAZON,6,9,2020,France
Rien a dire un super jeu où l'on peut vite devenir accro,5,ACNH,AMAZON,12,11,2021,France
Acheté pour ma nièce  qui adore ce jeux !!! 😀,5,ACNH,AMAZON,23,11,2021,France
Un Jeu exceptionnel ! Comme je pouvais m'y attendre ! 😍👑 Je le recommande vivement à tous les fans du genre et à ceux qui aime les jeux mignon et paisible 😎👍💕🌌🐉🐲,5,ACNH,AMAZON,13,6,2021,France
Ses pour offrir a mes enfants à Noël alors a voir si il et bien,5,ACNH,AMAZON,21,10,2021,France
👌👍,5,ACNH,AMAZON,5,3,2022,France
bien a voir en utilisation,5,ACNH,AMAZON,29,1,2022,France
Produit reçu rapidement et conforme.Acheté moins cher qu'en magasin.Ce jeu est un bon investissement car il peut être utilisé pour les petits (A partir de 8 ans) comme les grands et est ludique et créatif.,5,ACNH,AMAZON,25,4,2021,France
Excellent jeux switch le design est juste magnifiqueL’aventure est superbe et on si attache très vite :)Je suis entièrement satisfait et le recommande à tousTrès bon tarif comparé à la concurrenceLivraison très rapide  en 1 jours ouvréJe recommande ce produit !!,5,ACNH,AMAZON,7,1,2021,France
Jeu neuf c'est parfait,5,ACNH,AMAZON,5,2,2022,France
"Super jeu, acheté pour l'anniversaire de ma filles, au final mon fils et mon autre fille se sont mis dessus aussi et moi aussi... 😁 J'adore ! super jeu, qui nous permet de jouer ensemble ou séparément mais surtout de créer un lien d'entre aide entre mes enfants c'est top",5,ACNH,AMAZON,22,11,2020,France
"pour se détendre c'est bien, par contre un peut trop répétitif s'en est presque pénible, du coup le jeux devient moins sympa que ce qu'ils nous montrent a la tv, si vous voulez jouer avec d'autres utilisateurs de ce jeux il faut payer un abonnement...",5,ACNH,AMAZON,14,1,2021,France
"Ayant finis la version téléphone je m'attendais à quelque chose de mieux mais visiblement c'est nul.Clairement obliger d'attendre le dialogue après chaque pêche, capture d'insecte ou quoi, on l'a vu une fois c'est bon nous soulé pas, censé être du farm voir 50 fois le message dans l'heure c'est chiant.Dès le premier jour de jeux vous êtes bloqué parce qu'il faut attendre le lendemain que l'autre se ramène pour le musé, puis l'avions donc vous faite quoi ? vous ramasser toute les mauvaise herbe de l'île et les vendez... et le lendemain on vous sort que vous avez besoin de ces mauvaise herbe pour un pensement contre les guêpes sauf que y'en a plus une seul !Le jeu na pas été pensé pour farm en solo (donc sans la connexion payante en ligne), sa aurait pu être le cas et devoir progresser 2x plus lentement mais non !Donc en bref ce jeu est une perte de temps.",1,ACNH,AMAZON,5,12,2021,France
merci,5,ACNH,AMAZON,1,3,2022,France
Mon fils est ravi,5,ACNH,AMAZON,1,2,2022,France
"Je jouais à Animal Crossing Wild World sur DS. Non seulement cela m'a rappelé de très bons souvenirs, mais en plus cet opus sur Switch rajoute des options qui manquaient terriblement sur DS.Bref, pour les non connaisseurs d'Animal Crossing : testez. Si vous aimez les jeux sans prises de tête, vous ne regrettez pas.",5,ACNH,AMAZON,28,5,2020,France
Mes enfants adorent ce jeu il dit pas ce quasiment la journée car il y a plusieurs monde ça les aide imaginer comment se nourrir et autres et question qualité-prix il est moins cher chez Amazon qu'en magasin,5,ACNH,AMAZON,5,4,2021,France
"Jeu reçu dans le temps, parfait comme cadeau pour les enfants. Attention tout de même, ce n’est pas un jeu pour les touts petits car il nécessite un minimum de réflexion.Ayant joué personnellement sur DS il y a longtemps, je suis ravi de voir que des enfants y soient toujours autant attirés!",5,ACNH,AMAZON,15,8,2020,France
"Arriver dans les temps, bien emballer et sous blisterJe recommande !!!",5,ACNH,AMAZON,25,10,2021,France
Acheté en même temps que la ds lite . Parfait,5,ACNH,AMAZON,18,11,2021,France
"Bonjour, j'ai acheté le jeu animal crossing pour mon fils à un prix un peu plus abordable, ça fait un moment qu'il le voulait, il est ravi, il y joue régulièrement, jeu très intéressant, ludique et créatif, livraison rapide, produit bien emballé et le jeu fonctionne parfaitement",5,ACNH,AMAZON,23,11,2020,France
"Bonjour,jeu acheté pour ma fille pendant cet été pluvieux... elle adore prendre soin de son personnage, jardiner...Change des jeux habituels.",5,ACNH,AMAZON,4,8,2021,France
"Livré rapidement malgré les problèmes actuels.Concernant le jeu, si vous êtes fan d'animal crossing foncez ! Beau, avec des nouveautés... Bref génial",5,ACNH,AMAZON,26,7,2021,France
Bien,5,ACNH,AMAZON,23,2,2022,France
"Ma fille a découvert la dure réalité de l’économie moderne : vivre à crédit et devoir rembourser un usurier. Pour cela elle récolte, trouve, ramasse, et revend à son usurier pour obtenir des clochettes, la monnaie locale.Un bon moyen de faire prendre conscience aux enfants qu’il ne faut jamais vivre à crédit.",5,ACNH,AMAZON,11,4,2020,France
Très beau jeu ma fille et ravie 👌,5,ACNH,AMAZON,3,12,2021,France
"Envoie rapide et soigné, produit conforme à la description, je suis satisfaite.RAS.",5,ACNH,AMAZON,8,10,2021,France
"Jeu acheté pour ma fille de 9 ans, elle est ravie. Le seul bémol : les voix des personnages sont très agaçantes ! Livraison rapide. Emballage correct. Le jeu devrait l’occuper un moment, plusieurs étapes à suivre, consignes à lire impérativement car impossible de comprendre quand les personnages parlent.",5,ACNH,AMAZON,10,9,2020,France
Cet une arnaque ils disent que sa arrive le jour même mes il arrive bien après cet à dire un jour après mes le jeu est magnifique vraiment trop bien,4,ACNH,AMAZON,29,11,2020,France
Le jeu est bien arrivé dans les temps prévu. Pas déçu comme tous les jeux de milieu Nintendo. Intéressant pour les jeunes comme les moins jeunes.,5,ACNH,AMAZON,10,6,2021,France
Vraiment bien trop prenant pour ma part surtout le soir le temps passé vite du coup,5,ACNH,AMAZON,10,9,2021,France
Jeu qui sera offert à noel.,5,ACNH,AMAZON,22,12,2021,France
"Je pense que tout à été dit en avis sur ce jeu, best jeu ever, et à lui tout seul il a du éviter bien des déprimes... Donc je ne peu que le recommander à qui veux ce construire une bulle d'oxygène personnel",5,ACNH,AMAZON,3,12,2020,France
A l'ouverture du colis pas de souci jeu fonctionne tres bien,4,ACNH,AMAZON,24,4,2021,France
"Super ! Jeux génial ! En parfait état, livraison rapide !",5,ACNH,AMAZON,21,10,2021,France
"C'est un très bon jeu même si il fonctionne en temps réel, du coup on a vite fait le tour. Il faut attendre le lendemain pour continuer l'aventure. Reçu en très bon état. Jeu disponible en français.",5,ACNH,AMAZON,7,3,2021,France
Offert.Jeu à partager.,5,ACNH,AMAZON,11,1,2022,France
Bon jeu ma fille ravie,5,ACNH,AMAZON,25,12,2021,France
"Un des meilleurs jeux que j ai connu, si vous aimez les jeux de simulation il est nickel, les saisons passent en même temps que les notres et chaque espece a collectionnée est differente, les personnages aussi, possibilité de réorganisarion de l ile infinies, je le mettrais deuxieme meilleur jeu après les sims!!!",5,ACNH,AMAZON,2,6,2020,France
"Savoir bien lire c’est essentiel ! Notre fille l’a eu à noel du CP, elle commençait à gérer la lecture et heureusement sinon c’est compliqué ! Sinon elle est ravie de ce jeu !",5,ACNH,AMAZON,7,4,2021,France
"Rien à dire sur le jeux, mais livraison plus que express. Prévue un mardi et arrivée le dimanche matin, pour une commande du vendredi soir ! Prévenu par mail de la livraison. Franchement c'est incroyable... La plus contente était bien sur l'utilisatrice du jeux...",5,ACNH,AMAZON,24,11,2020,France
"Envoie rapide ,super jeux",5,ACNH,AMAZON,9,1,2022,France
Plaît aux enfants,4,ACNH,AMAZON,21,6,2021,France
Jeux conforme et fonctionnel.,5,ACNH,AMAZON,2,1,2022,France
"Ma fille de 7 ans n’a pas accrochée du tout alors qu’elle aime les jeux de rôles d’habitude : difficile de comprendre comment le jeu fonctionne. Grosse déception, je pense revendre ce jeu…",1,ACNH,AMAZON,2,1,2023,France
Ma fille adore très très bon jeux,5,ACNH,AMAZON,27,11,2021,France
"Pour toute la famille à Noël.Très jolie, nous pouvons jouer à plusieurs sur la même switch.Parfait pour tout les petits ( 4 a 10 ans et pas de connexion internet requise) et pour tout les grands.Super livraison, tout parfait sur le jeu.",5,ACNH,AMAZON,5,11,2020,France
"je l'avais commander en précommande le ""13 mars""  pour le recevoir pile à sa sortie ""le vendredi 20 mars"" et au final je l'ai reçu que ""le mardi 24 mars"" un peu dégouter mais bon le jeux est Topp et ca vaut vraiment le coup de l'acheter en précommande",4,ACNH,AMAZON,29,3,2020,France
Envoi rapide et produit correspondant aux attentes,5,ACNH,AMAZON,30,11,2021,France
j'espere que le jeu fonctionnera pour noel,5,ACNH,AMAZON,29,11,2021,France
Très bien,5,ACNH,AMAZON,27,1,2022,France
Aucun soucis remarqué,5,ACNH,AMAZON,12,1,2022,France
Excellent,5,ACNH,AMAZON,3,2,2022,France
Animal crossing la réputation n’est plus à faire 😉,5,ACNH,AMAZON,28,10,2021,France
Conforme à la description,5,ACNH,AMAZON,25,12,2021,France
Excellent jeuJe ne le lâche plus,5,ACNH,AMAZON,23,11,2021,France
Mon fils était content,3,ACNH,AMAZON,23,2,2022,France
Je préférerais sur ds lite.,4,ACNH,AMAZON,24,5,2021,France
Conforme,5,ACNH,AMAZON,23,1,2022,France
Conforme à l'annonce,5,ACNH,AMAZON,6,1,2022,France
"Merci amazone !!!Livraison rapide et prix vraiment très attractif. Vous avez sauvez le Noël de ma fille, car impossible de le trouver en commerce. Encore une fois merci la livrison en moins de 48 h et paquet intacte",5,ACNH,AMAZON,17,12,2020,France
"Ce jeu rend fou. Première fois que je joue à Animal Crossing, pensant qu’il s’agissait d’un jeu vidéo pour enfant. 600 heures de jeu plus tard, et encore de longues heures de jeu à passer dessus, je confirme que ce jeu vaut vraiment le détour malgré son aspect simpliste.",5,ACNH,AMAZON,10,6,2020,France
"Je suis complètement à accro à ce jeux.Si vous aimez les jeux de simulations de vie, la déco, l’aménagement, collectionner ... c’est pour vous. Il y a toujours quelque chose à faire dans AC et surtout vous orienter votre jeux en fonction de vos envies.",5,ACNH,AMAZON,21,8,2020,France
Ma fille de 10 ans pourrait toute la journée ! Et pourtant les autres jeux ne manquent pas à la maison. Ce jeux est une vrai valeur sûre : à acheter les yeux fermés.,5,ACNH,AMAZON,28,2,2021,France
Bonne idée de cadeau,4,ACNH,AMAZON,17,5,2021,France
Reçu rapidement après commandeCet achat est une pépite. A un coût accessible ce jeu permet un réel moment de détenteNe pas se fier à l'âge minimum car les ados et adultes en raffolent aussi,5,ACNH,AMAZON,15,1,2021,France
"C’est la pub qui a donné envie à mon fils. Après des heures et des heures à jouer, il est loin de l’avoir terminé. Avec son oncle, il s’éclate et font des projets pour le jeu. Si vous hésitez alors foncez car c’est vraiment génial !",5,ACNH,AMAZON,28,7,2020,France
"Le même qu’en magasin, parfait.",5,ACNH,AMAZON,28,11,2021,France
Super jeu!,5,ACNH,AMAZON,2,1,2022,France
"Un très bon jeu pour mes enfants .... et pour moi.On gère un personnage sur une ile.on développe, on apprend, on éduque, on échange.Une bonne simulation",5,ACNH,AMAZON,13,4,2021,France
"C'est mon premier Animal Crossing et bien que je ne sois pas fan de ce type de jeu, j'y ai déjà passé 90h ! C'est le genre de jeu qu'on ne peut pas rush, je prends donc mon temps et il est assez complet, je m'amuse bien !",5,ACNH,AMAZON,7,6,2020,France
Un jeu addictif pour les grands et les petits.Pour les enfants commençant à lire il faut être tout de même à côté car la lecture est récurrente mais le concept et très vite adoptéParfait pour le confinement,5,ACNH,AMAZON,13,11,2020,France
"Bon durabilité, prix un peu élevé",5,ACNH,AMAZON,9,11,2021,France
"Ce jeux est génial et bien propre, je passe des heures dessus. La seule chose qui me déçois c'est que le jeux suis les heures normale, c'est comme si a 22h tu peux plus rien faire dans le jeux toute est sombre.",4,ACNH,AMAZON,22,4,2020,France
"Jeu SWICHT basé sur la construction. Le but étant de construire son village, sa maison... avec l’aide de ses amis. Mes 2 enfants sont 100% accrocs à ce jeux",5,ACNH,AMAZON,20,3,2021,France
Top,5,ACNH,AMAZON,4,1,2022,France
J’adore,5,ACNH,AMAZON,10,1,2022,France
Offert,5,ACNH,AMAZON,9,1,2022,France
"Jeu parfait à tout âge. Mignon, coloré.Mais attention le premier qui joue sur la console créer l’île et est l’administrateur les autres joueurs sur la même console ne seront que des invités ces la partie qui me déçoit le plus.",4,ACNH,AMAZON,24,4,2020,France
Recommande +++,5,ACNH,AMAZON,28,12,2021,France
Excellent jeu !J'étais sceptique concernant ce nouvel opus (je jouait il y a longtemps au tout premier animal crossing) mais au final j'y ai très vite pris goût !! Jeu additif mais calme. Très sympa 😁Je recommande ++++,5,ACNH,AMAZON,14,10,2020,France
"Ce jeu peu correspondre a tout type d’age, j’aime beaucoup comment il a été pensé, cela change de la DS mais en bien",5,ACNH,AMAZON,12,5,2021,France
"super jeu de Nintendo, très addictif, mais tellement sympa à jouer. je recommande, pas de bagarre, pas de tuerie, pas d'armes, on ramasse des fruits, on déterre des fossiles. on se fait des amis ...... très sympa",5,ACNH,AMAZON,23,11,2020,France
Parfait,5,ACNH,AMAZON,7,1,2022,France
Genial,5,ACNH,AMAZON,30,12,2021,France
"Tellement ravie de l’achat de ce jeu ! Le plus dur est de ne pas y passer ses journées. On retrouve le bon vieux jeu de la version DS mais avec plus de quêtes ultra sympa, et le design et ergonomie Switch !Un bon investissement !",5,ACNH,AMAZON,24,5,2020,France
"A été nécessaire pour occuper mon petit-fils de 9ans pendant le COVID-19. Mais les parents aussi. Pour tout les ages.Sa soeur de 2 ans de plus n'a pas le droit d'y toucher.C'est mon cadeau, pas le tien. toi c'est ta guitare , fou le camps!",5,ACNH,AMAZON,19,6,2020,France
Les enfants sont fans de ce jeu,4,ACNH,AMAZON,7,4,2021,France
"E N O R M E !C’est un vrai succès ! Les objectifs, les captures pour le musée, le temps passé à personnaliser l’île... plein de chose à faire et très peu de temps à s’ennuyer.",5,ACNH,AMAZON,21,10,2020,France
"J'ai offert ce jeu à ma copine et elle n'est pas déçuTrès bon achat de mon coté, reçu dans les temps",5,ACNH,AMAZON,14,5,2021,France
Ma fille est ravie,5,ACNH,AMAZON,22,11,2021,France
"Parfait pour toute la famille.Grand et petit si vous cherchez un exutoire et pouvoir vous sortir du morose du quotidien, prends une bouffée d'air frais dans les îles paradisiaques d'animal crossing !Durée de vie Infini : rentabilitéNon violent !Apprenez le capitalisme à vos enfants.",5,ACNH,AMAZON,2,4,2020,France
Cadeau Noël,5,ACNH,AMAZON,13,12,2021,France
"Vivez la liberté d'être isolés avec dautres^^ sur une ile paradisiaque.Beaucoup a faire mais sans pression, prenez le temps davoir du temps.Parfait pour de courtes ou de longues parries, pour grands et petits(soyez raisonnables avec l'âge et les ecrans).Un jeu beau, calme et paisible",5,ACNH,AMAZON,21,5,2020,France
"Je connaissais le jeu depuis la première version sur Nintendo DSLa version sur Nintendo Switch n’en est que meilleureAmoureuse folle de ce jeu, j’y passe des heures par jour. Il a sauvé mon confinement !!!Attention, si vous commencer, vous ne pourrez plus vous arrêtez...",5,ACNH,AMAZON,8,5,2020,France
"Super jeu, ma fille de coeur est ravie,  reçu pour son anniversaire.",5,ACNH,AMAZON,5,8,2021,France
Cadeau réussi pour mon fils qui le voulait... simplement surpris qu'il faille tout construire avant de pouvoir commencer à jouer avec les personnages.,5,ACNH,AMAZON,28,4,2021,France
Aucun code ou cartouche dans la boîte. Échange demandé. Comment est-ce possible alors que la boîte était sous blister ?,1,ACNH,AMAZON,1,1,2023,France
Beaucoup trop de lecture dans ce jeu dommage trop compliqué pour les enfants ils se lassent vite,3,ACNH,AMAZON,21,12,2021,France
"Très bon jeu , détente sur une île personnalisée au soleil  ...Le gameplay malheureusement a beaucoup de mal a se renouveler  . le mode 2 joueurs  est une vaste blague : 1 console = 1 seul île pour les joueurs. Le mode 2 joueurs le 2nd joueur n'a pas d'autonomie  , il n'a pas de menu et ne gère pas ses outils ou ses dépenses comme vous ...Si c'est le multi qui vous intéresse n'oubliez pas que c'est abonnement obligatoire.",3,ACNH,AMAZON,17,9,2020,France
"Le jeu est génial, super complet. Le seul bémol, c est qu' on ne peut pas créer plusieurs ""iles"" sur une même console. Cela est problématique quand on a une seule console et plusieurs enfants.",4,ACNH,AMAZON,10,6,2020,France
"J'ai reçu le jeu dans une boîte cassée, j'étais déçue mais heureusement que nous n'avons pas besoin de la boîte pour jouer! Je l'ai reçu rapidement et le jeu est génial !",4,ACNH,AMAZON,1,8,2020,France
"Super jeu, très additif, autant pour les enfants que les adultes.Par contre il faut savoir lire.Durée de vie du jeu très longue.",5,ACNH,AMAZON,13,4,2021,France
Le produit multimédia n'a pas pu être chargé.Voir video très beau jeu  pour le bruit de fond désolé c'est l'aspirateur robot.,5,ACNH,AMAZON,2,5,2021,France
