author,date,review,score,titre,origine
Vingadero,07-03-2017,"One of the best games ever made.
It can beat The Legend of Zelda Ocarina of Time

Some people here are just jealous, let they be happy writing negative stuff, just don't let it influence you.",10,ZELDA BOTW,METACRITIC
Carlokus,07-03-2017,"This is the best game ever created. It's massive, wonderful, with spectacular physics...Everything that The Legend of Zelda fans had been waiting for years.",9,ZELDA BOTW,METACRITIC
castletime,07-03-2017,"It is a magical game that you won't want to put down, one that will keep you playing long after you finish the main story. Just exploring the world feels amazingly fun. And it keeps you constantly observing your surroundings and constantly thinking of strategic moves to solve problems",10,ZELDA BOTW,METACRITIC
Quazor,07-03-2017,"Best Zelda game so far in my opinion. This people giving this fantastic game a 0 can not be trusted, who gives a game a zero that they haven't played? I highly recommend this game for the switch :)",10,ZELDA BOTW,METACRITIC
Tjbiker,08-03-2017,"Game is just perfect, large open world, endless puzzles and dungeons, you're free to do anything you can imagine. Cooking is a bit confusing at first, but again, it's because you're not limited to specific recipes, anything you throw together results in an entirely new dish, combat is smooth and effortless but still challenging. Overall 10/10.",10,ZELDA BOTW,METACRITIC
alesro,08-03-2017,"JAJAJAJAJA hay que ver la cantidad de 0 que se está llevando este juegazo por parte de envidiosos, está claro que algo pasa cuando la mayoría son 10, y comentarios absurdos son 0.",10,ZELDA BOTW,METACRITIC
Deibiddo,08-03-2017,"Okay everybody ignore the hate this is one of the if not the greatest video game of all time definitely worth it and a extraordinary time. The controls are smooth, Combat is fun, the puzzles are always fresh and creative, and the story is emotional but also uplifting with many more emotions. 10/10.",10,ZELDA BOTW,METACRITIC
Lilpain97,16-03-2017,"Ok, I played this for about 5 to 10 minutes and all im saying is GOTY. I climbed a mountain and failed tryed to re climb it and failed again did it a 3rd time and failed... I also nearly got **** by a goat. Best 5 or 10 minutes of my life.
Ps this is to piss off everyone giving it a **** score without actually playing it.",10,ZELDA BOTW,METACRITIC
Dronewolf,10-04-2018,"If people want to rate this game 7, 8, 9 or even 10 out of 10, that's fine. It's their opinion, but people who claim this game is ""perfect""? No. Sorry, but you are wrong. This game is far from perfect.

Breath of the Wild is an example of Nintendo trying to cash in on the success of Skyrim and Dark Souls, but they handle it all wrong. What's weird is that Skyrim is mainly caves to explore, yet I e
njoy that. BotW is the same now with the shrines, but some take very little time to complete, but I don't enjoy it. Mainly, because I play Zelda for the Zelda mechanics, but honestly...There are none. Well, none may be harsh, but there is a huge lack of the ""Zelda formula"". You get all the abilities right at the start and weapons, you just pick up along the way. Everything is accessible form the start, which means you can't use tools like the hookshot to reach new places later in the game ""Yes, there is no hookshot...Or any other tools the past Zelda games have).

Some of the battles can be very unbalanced against your favour, but then combat as a whole (excluding mandatory battles like boss battles) can just be avoided. There's really no need to fight anything in this game. The game offers a stealth mechanic, and this is seems to be broken too as enemies just know where you are. Buffs never seem to give you much of a boost.

And if you really want to spoil a game, add a stamina gauge!. Dark Souls uses a stamina gauge, but it's far less hindering than the one in this game. Why? Because Nintendo decided what uses your stamina in a stupid way. Swimming up a waterfall doesn't deplete your stamina, yet swimming normally in a small pond does?

And another take on Dark Souls, is that the lore is scattered around. Not in items, but in randomly placed books around Hyrule.

The ""dungeons"" if you want to call them that are more puzzle based, very short with no rewarding items.

I get Nintendo wants to evolve the series, which I'm open to. I'm not saying it's a massively bad game, but it needs work. A lot of work. It could still be a Metroidvania and still play as BotW. But the focus need to be more on dungeon exploring and combat. In truth, I haven't even mentioned all the gripes I have with this game. But, I enjoyed the game, but it's not one what I will replay again. Not right away anyway if ever.",5,ZELDA BOTW,METACRITIC
Replicante,04-03-2017,"This game was part of my childhood. Today, Zelda is part of my life. I no longer live in this world. I now live in Hyrule. It is not perfect, nothing is. However, it is in line with my expectations. Thanks to Nintendo",10,ZELDA BOTW,METACRITIC
Criticalgaming,15-03-2017,"Say what you want about it. Zelda's latest installment is nothing more than a clunky test of a player's patience. From a tedious to navigate and empty open world, to frustrating controls, and a combat system that can **** right off. Weapon durability is way over toned and does nothing for the game other than make rewards feel empty in a lot of places.

I respect how well crafted the overall game is, but too many of the games systems are ****ing annoying for me to keep playing. Shame I bought a Switch for this, I was hoping that my first Zelda game would give me a better experience. Instead I was just aggravated.",5,ZELDA BOTW,METACRITIC
Astarothduke,04-03-2017,"A masterpiece game. Great game play, great graphic for king of game, superb physics in game, incredible world full of things to do. Nothing else, who cannot play this can continue to envy giving even 0 and 1...",10,ZELDA BOTW,METACRITIC
Snick525,03-03-2017,Fantastic game. Wide open and beautiful. Everything you could hope for in the Zelda series. I haven't finished the game yet but so far I've enjoyed every minute of it.,10,ZELDA BOTW,METACRITIC
DavidRA,03-03-2017,"Un juego que es una virgeria de jugar, buena historia y jugabilidad, que te cautiva con su musica y su entorno, realmente recomendable y muy digno sucesor del TLOZ: Ocarine Of Time.",10,ZELDA BOTW,METACRITIC
xess0fd00m,03-03-2017,"It's been already 15 hours of gameplay. It is insane the amount of places you can travel to. You see a mountain? You can climb it. A distant ocean? You can get to it. Vast fields of green? You can walk through them. The freedom given to us is simply breathtaking. The game visuals are perfect in the way they were intended to: it pushes Wii U's hardware to its limit, even dropping some frames at times (which for me is not a big of a deal).
Along with all of the above, the game still is a ZELDA title, with all the characters, places and history we are used to and love.
This was a huge step forward from Nintendo when it comes to the LoZ library. We will likely be talking about this game 10, 20 years from now. A legacy as important (if not MORE important) as Ocarina of Time.",10,ZELDA BOTW,METACRITIC
SethlerDaniels,04-03-2017,"The legend of Zelda: Breath of the wild, is, simply, a masterpiece.
It brings back the childhood, the feelings of Ocarina of time. The true sensation of adventure.

Too many fake reviews here. Too many haters.

This game surprises you every second.
Im happier than ever. Because i think I found my favourite game of all time.",10,ZELDA BOTW,METACRITIC
guri,04-03-2017,The best game ever. Absolute perfection. Zelda did it again. Nothing else in the video game industry right now can hold a candle to it. Thank you Nintendo for bringing such an amazing work of art a reality.,10,ZELDA BOTW,METACRITIC
Flash88,04-03-2017,"As a long time Zelda fan, this is such a nice change. I was concerned when I saw the previews, but having played it, it deserves the praise. It takes what's been great about Zelda and expands it.

Character development that matters. Puzzles. Item collecting. Engaging story. It throws it back to the original NES Zelda though. You awaken and literally have the ability to travel anywhere. Obviously you won't be strong enough to tackle some areas when you start, but that adds to your incentive of exploration.

This game is probably the best Zelda. I think with time, more people will appreciate it.",10,ZELDA BOTW,METACRITIC
1714742610,04-03-2017,"This game is wonder，Let me completely indulge them, the Zelda series is classic, and the Nintendo is not disappointing，Even if only for the Zelda this game, I think the purchase switch is worth it",10,ZELDA BOTW,METACRITIC
SimplexSimon,04-03-2017,"This game is perfect. There is so much nintendo charm. The world is huge and it is filled with interesting secrets and mystery. The combat feels great and cooking really adds another layer to the game. If you have a wii u or switch this is a must buy. If you don't have either, I'd highly recommend you buy a switch. This games is by far the best game to come out in the last 15 years.",10,ZELDA BOTW,METACRITIC
Kennebec,03-03-2017,"Probably the best zelda game ever. The best open world game I have ever played, it's nice that you have to explore on your own, and not have a map full of icons (farcry 4) to guide you. It truly is a create your own adventure.",10,ZELDA BOTW,METACRITIC
DRTDR,04-03-2017,"Lots of trolls here spreading lies and overall childish statements, have no fear and make no mistakes this is at the very least the best Zelda to date, its massive world its never dull and you'll be discovering new vistas and things to do well after the 70 hour mark, yet it doesn't force you to take all that time to finish it nor does it ""end"" your adventure once the story is over.
This is a tough Zelda game, specially compared to the past few entries in the series, you'll die a lot.
Graphics are good, nothing too fancy since it began its life as a wii u game but the cell shading style and vibrant colors make up for that, trust me, you'll find stunning sights to behold in the world and great character design in its inhabitants. (Funny how some trolling children that never touched a ps2 call cell shading ""ps2 graffix!!"").
Frame rate drops? Occasionally, in select areas of the massive world and never enough to get you out of the experience, in fact I wouldn't even address them since they are minor but I have to because of the frame rate ""scare"" and trolls, a minor thing never the less, maybe on a smaller scale world it would be a point against it but not here, at all. This game is as big as you thought it would be, the story telling reminds me of Skyward sword and everything else is full of wonder an discovery, 10 out of 10.",10,ZELDA BOTW,METACRITIC
iamevilhomer,03-03-2017,"I never give perfect 10's. That being said this game is about a 9.7 or 9.8 lol. It really is. I haven't even played it yet to be honest so don't take my review seriously. I have however seen plenty of reviews and seen lots of game play. Enough to say that well... It's been a long time since a console launched with a game that rivals the likes of halo ce, metroid prime, chrono trigger, and ocarina of time. A game like this goes down in history as a time less classic.

So call me names for giving a score to a game I haven't played yet but hey... I been a gamer for almost 30 years and my instincts and research prove that this game is great and will probably win game of the year.

I will admit that playing the game would give me a more in depth idea of the games quality but hey... Research and gameplay videos give you a good enough idea... A good enough idea to know if the game is bad, mediocre, good, or great and clearly this one is great.

So you can hate on me for scoring the game high without even playing it but please don't. Not when there are xbox, pc, and playstation fans giving it 0/10 scores. Those are the real unreasonable jerks. I'm a ps2 fan and don't care for the ps3 and ps4 but you don't see me bashing last of us... I know last of us is a great game...

It just saddens me to see that fanboys can rage so hard and bash something so hard just because the reviews are good and that nintendo isn't all about multiplayer online only trash like over watch and cod. Multiplayer online gaming is pretty much dead anyways. Lag, cheaters, betrayers, trollers, gankers, unbalanced crap, nube friendly games, extra expenses, micro transactions etc etc... Games like Botw don't have anything to do with that crap and deliver what gamers truly need and want deep down. A fun single player game that you will remember forever.

So like I said... Don't take this review too seriously. Hell... don't take any review seriously lol. But please ignore the red scores on this site. They are clearly just trying to make nintendo look bad because they have some sort of blind hatred for nintendo which is stupid because nintendo has screwed over gamers financially far less than pc, playstation, and xbox. Morons...

Glad to see a console launch with a must have game. Nintendo hasn't done this since the N64 with Super mario 64. Glad to see it at 98% from the critic reviews. Games like Witcher 3, Doom, Blood born, and this don't screw the customer over with micro transactions. You wont see buying hearts for 5 dollars a piece in this game lol. More games like this need to exist and less games like over watch. I know over watch can be fun but it does so much to poop on the customer in exchange. Botw on the other hand does next to nothing to mess with the customer financially and offers a experience you wont get anywhere... Especially not in a generic online shooter.",9,ZELDA BOTW,METACRITIC
Osodrak64,04-03-2017,"I already finished the game and all I can say is: BEST GAME EVER!! Nintendo really worked hard and put so much effort on making this game just like it is, I'm truly in love with it and after 15 years of gaming this is definitely the best game I've ever played. It deserves being played by all gamers and I'm so lucky to be able to have this game in my hands and I will embrace it forever! This isn't a regular game, this is ART! ""If you can see it, you can get it."" I can't remember who said that but It is true, the way you can do whatever you want and interact with so many things in so many different ways fill up the gigant world that you live in. The story is amazing, the gameplay even better and the most important thing to me: It's very fun and entertaining. I recommend Breath of the Wild for all players across the world and I hope that Nintendo will make a lot of money with it because they deserve it, believe me, they really deserve everything! Love you Nintendo, love you all and thanks for everything you guys made for me. Keep the amazing work and love for everyone, peace!",10,ZELDA BOTW,METACRITIC
MikaelGray,03-03-2017,"This is The Legend Of Zelda, Nintendo did it again.
Can't really say anything that hasn't been said already, other than the frame rate issues at some points the game is a masterpiece.",10,ZELDA BOTW,METACRITIC
Marcos8710,03-03-2017,"Nintendo has done it again, the best game ever is enough to show that Nintendo has control over their LIPs and the consoles they create is what they need to bring us these awesome experiences.",10,ZELDA BOTW,METACRITIC
Jonas77,04-03-2017,"I think it is clear that Nintendo clerly have looked at Skyrim for its inspiration for this new massive Zelda game. But I prefer Zelda Breath of the Wild to Skyrim for the Zelda world, to me, seems much more alive. Well done Nintendo!",10,ZELDA BOTW,METACRITIC
mateusnds,03-03-2017,"This is without a doubt the best game I've ever played!
Completely original and the graph is unbelievably beautiful.

This is undoubtedly the best work ever done by Nintendo so far.

Congratulations Switch.",10,ZELDA BOTW,METACRITIC
DiamondJoyride,03-03-2017,"Don't listen to a single thing that the Sony/Microsoft fanboys are spewing out. This game is a masterpiece.

The graphics are beautiful, the game feels great to play, and the absolute best part is that you have absolutely no limits as to how you want to play this game. I think this is the only game I've ever played that actually deserves a 10.

Go play this game now. Easily the best game of all time, and GOTY.",10,ZELDA BOTW,METACRITIC
Oluasc,03-03-2017,"Amazing gameplay.
Amazing mechanics.
Amazing art.
One of the best zeldas of all time.
One of the best rpg of all time.
Superb game in general.

Why sony boys negative the game? Jesus...",10,ZELDA BOTW,METACRITIC
FranTX,03-03-2017,"98 de la prensa con miles de maletines de sony, no hay mas que decir hasta ellos se han rendido ante este Zelda y ya veo toda esa gente ardida ¿que les cuesta aceptar la obra maestra que es?",10,ZELDA BOTW,METACRITIC
Darksiusx,03-03-2017,"Sinceramente una gran obra de arte, una obra maestra que no se encuentra practicamente ya en estos tiempos lamentablemente esto genera odio de personas que no pueden evitar la envidia .Una obra maestra, un juego que tienes muchas cosas novedosas que aportar al mundo de los juegos, llevo 6 horas jugando y que puedo decir una obra maestra, definitivamente sera nominado a GOTY 2017 y no me extrañaría que lo ganara, este juego debes jugarlo una vez en tu vida como mínimo.",10,ZELDA BOTW,METACRITIC
whyamihere44,04-03-2017,Everyone who is giving this game a Zero are fanboys who literally made an account yesterday or today just to give it a bad user review. Do you guys have something better to do than talking crap about a game or are you guys that disappointing. I may one review under my name and it a average review for Horizon Zero Dawn but I didn't write that review as fanboy of Nintendo or Microsoft. I wrote it as a gamer who has been playing games for the last 15 years. I think this game is worthy of a ten because it gives me the freedom to let me do whatever I want to do in the first hour or two and that freedom lets me try many different things. Yes the game is not the best looking game out there and there is the frame rate drop every once in a while but everything else the game does makes me not worry about those and just lets me enjoy the freedom it gets me.,10,ZELDA BOTW,METACRITIC
canicas,03-03-2017,Literally the absolute best video game in existence. Takes everything I love about video games into one game. Feels like a new traditional Zelda game for the history books.,10,ZELDA BOTW,METACRITIC
Nanda_Eng,03-03-2017,"The Legend of Zelda Breath of the Wild is not only a great game, but one of the best games of all time. The title is a rare technical and artistic achievement. Just as Ocarina of Time has redefined video games forever, it seems logical that Breath of the Wild also serves as a new quality paradigm for RPG. Precise controls, beautiful soundtrack and a strong and exciting story set the tone for this unforgettable journey.",10,ZELDA BOTW,METACRITIC
Megumin,03-03-2017,So many trolls giving this game a bad rating without even playing it. People claiming they beat the game an hour after it came out and saying they put 20 hours into it (lol) game is 10/10 buy it,10,ZELDA BOTW,METACRITIC
yangerman454,03-03-2017,"Uno de los mejores juegos que he podido jugar y sinceramente no tiene que envidiarle a nadie, totalmente sorprendente y merecido 10/10 que tiene en otras reviews...como siempre Nintendo logra sorprendernos haciendo excelentes juegos con sus IPs logrando darle un valor único.
GOTY",10,ZELDA BOTW,METACRITIC
MyGoodMustache,03-03-2017,"Zelda Breath of the Wild is a real good game with lots of things to do.
Personally I've spent all my time so far role playing that I was taking a bath in the tub you wake up in at the beginning. I'm getting so freaking clean, but every time I get out I step in some dirt and have to take another bath.",10,ZELDA BOTW,METACRITIC
Dadrik,04-03-2017,"While this game will be divisive among fans of the franchise, there's no doubt that it's a masterpiece.
First, the freedom is almost total, you're free to go everywhere you want to go, minus some specific places. You see a ledge ? A wall ? You can climb it. No barrier.
While the story and musics are kinda standing back compared to the previous entries, they're still good, and the focus on exploration is absolutely fantastic. This is the ultimate adventure game.

There are some performance issues, and the bestiary is rather lacking, but these are really minor flaws, compared to what the game offers.

Yes, TLoZ has changed with Breath of the Wild. But Nintendo took a worthy risk and delivered one of the best games of the past 10 years. Truely a new standard.

If you were on the fence, I really recommend it.",10,ZELDA BOTW,METACRITIC
Juicetin,03-03-2017,"Personally I've always struggled to be gripped by the Zelda games (despite their massive success). However Breath of the Wild has managed to grip me within the first few hours of gameplay. The controls are very quick to learn, the graphics are stunning and having the game on the Switch just makes things so convenient. I see this game setting an example for future developers on how an RPG should be done! 10/10, wood bang.",10,ZELDA BOTW,METACRITIC
felipe_ebf,03-03-2017,"Hey Nintendo haters, and fanboys of PS, you can put how many 0/10 you want in the review, but your review will not change the fact that this game, The Legend Of Zelda Breath Of The Wild is one of the best games ever created. I Know it is painful to accept that this game is better than anything that you favorite developer of games ever created or will create someday, but this is it, Breath Of The Wild is better than The Witcher 3, Horizon Zero Dawn, The Last Guardian, Uncharted 4 or any other uncharted, the last of us, and is more sad that the last of us 2, red dead redemption 2, god of war will not be better than this games.

When Nintendo decide to make a masterpiece, they simply does, and this games is only one more masterpiece of Nintendo. The best game ever created is The Legend of Zelda Ocarina Of Time with 99/100, and now The Legend Of Zelda Breath of The Wild is the second one, cry more, your tears is salty and delicious.

Put more negative review on the user reviews, maybe the universe will be in equilibrium again.

MASTERPIECE, one of the best games ever created, probably will be GOTY 2017 and will be the best game of this generetion, just like MARIO GALAXY WAS THE BEST GAME OF THE LAST GENERATION.

10/10.",10,ZELDA BOTW,METACRITIC
GamerJosh0137,04-03-2017,"Wow, just wow. I don't have the words honestly. I have not owned a Nintendo console since the Gamecube. Not out of specific dislikes for Nintendo but at the time I never could justify spending money on multiple consoles and PlayStation was more in line with what I love to play. That being said I am now able to afford more than one console and the Switch was the perfect buy, because it allows me to play Zelda: Breath of the Wild. It is insanely good, and a perfect game to start after finishing Horizon Zero Dawn. Zelda is gorgeous and quite frankly proves that more powerful hardware doesn't equal better games. Combat is fluid and super fun. The damaged weapon mechanic forces you to ""Switch"" up (see what I did there? ha!) gameplay style and manages to keep it relatively fresh. Zelda is also a LOT harder than I expected. Not so much on the level of Dark Souls or anything but enough to take me by surprise. I honestly cannot think of one thing I really don't like about Zelda. I was really worried because I was basically buying the Switch to play Zelda and ALMOST bought the Wii U instead due to it being much cheaper, but after using the Switch I'm super excited for what will come, and if there are several games HALF as good as Zelda I will be super happy.",10,ZELDA BOTW,METACRITIC
wiipetsto,04-03-2017,"It’s taken 18 years, but Nintendo has done it again: this is the adventure game to beat.
A titanic open world full of life and things to do, a robust combat system and the best story ever.
IGN 10/10 Finally the right amount of Water.",10,ZELDA BOTW,METACRITIC
jeanmassumi,03-03-2017,"Um dos melhores jogos que já joguei na vida.

Tanto a ambientação, com uma variação de musicas classicas dando para calma para o ambiente gigantesco, quanto a quantidade de mini dungeons encontradas com sua varidade de armas e itens.

É um jogo para você jogar e curtir com calma, explorando cada canto do mapa procurando por segredos.

GOTY",10,ZELDA BOTW,METACRITIC
Leoalwes,03-03-2017,"Perfeito descreve esse jogo. Open world perfeito, sem lugares mortos. História maravilhosa, roteiro bem construído, elementos diversos, grande quantidade de itens, armas, trajes e outros, sistema de batalha sensacional. Design equilibrado e gostoso de ver!",10,ZELDA BOTW,METACRITIC
mkfreddddi,03-03-2017,"Breath of the Wild is a gaming master piece, whether youre a Legend of Zelda fan or of just open world. It doesnt everything right. Crafting, cooking, exploring, challenging fights, wide weapon and clothing variety, etc. Youll find yourself immersed in a huge world with lots to do",10,ZELDA BOTW,METACRITIC
motherBOARD,03-03-2017,"Remember me the good time of OOT, An amazing game and a big step in for the zelda license in the next gen and in her history. it can be the GOTY. Haters gonna hate",10,ZELDA BOTW,METACRITIC
mendietta,03-03-2017,"Best zelda game I have played, thoroughly enjoying this game with no chance of stopping anytime soon.
People have criticised zelda games in the past for being very predictable and formulaic, however this is no longer the case with BotW.
Cannot stress how good this game is!",10,ZELDA BOTW,METACRITIC
mikeywikey,03-03-2017,Lol figures there be a **** of butthurt salty **** bashing the game when they haven't played the game. Kill yourselves before making a review. I hope this site dies in a fire. Lololol,10,ZELDA BOTW,METACRITIC
Hylian_Hero,04-03-2017,"As I get older, I find that I am more critical of video games. It takes a lot to impress me nowadays, but this game delivers. The Legend of Zelda: Breath of the Wild is absolutely amazing. The attention to detail is impressive and the open world is a breath of fresh air to the series. I haven't been able to put this game down since I started playing. While I am only a few hours into the game, it appears that I am only scratching the surface, and I can't wait to continue playing. In my opinion, this game is a must buy if you have a Wii U or Switch. Do yourself a favor and buy this game...it is something you owe yourself to experience!",10,ZELDA BOTW,METACRITIC
HipHopTastic,24-04-2017,"Never had SOO much fun with a game, and a game has never immersed me and held my attention for hours upon hours on end like this one, What more can be said about this game that hasn't already been said?This could well be the best video game I have ever played. A Beautiful Masterpiece.",10,ZELDA BOTW,METACRITIC
Kaiten09,03-03-2017,"A la altura de Ocaria of Time, uno de los mejores juegos hasta el momento, muy feliz de que nintendo inicie con este juego para su nueva consola. De lo mejor de este año.",10,ZELDA BOTW,METACRITIC
CoophyPlay,04-03-2017,"Este juego es magia pura, reconozco que las dos primeras horas no son lo mejor de la saga pero el simple hecho de haberle dado un motivo a ese mundo abierto y un sentido a cada elemento del juego hacen que este se convierta por el momento en el mejor juego de la saga y probablemente también de la historia. El único problema es que hay mucha gente que critica este juego solo por rabia o porque no han jugado lo suficiente o por ser un juego de mundo abierto ya que hay gente a la que le abruma tener tantas opciones. Personalmente si eres una persona fan de zelda/amante de los sandbox o simplemente quieres probarlo. Ya tienes una compra asegurada",10,ZELDA BOTW,METACRITIC
kjtrill,03-03-2017,6 hours in and this game is really incredible. So far it seems to be the best entry in the Zelda franchise. The creativity in how you can approach playing the game is truly unsurpassed.,10,ZELDA BOTW,METACRITIC
Xineohp360,03-03-2017,Bought the switch today with the game. I haven't even reached the first Elder/ First Quest passed the tutorial and I love this game! Climbing the mountain for a trial is beyond fantastic!,10,ZELDA BOTW,METACRITIC
VariableSpark,03-03-2017,"Ignore the morons that think they're funny by rating it a 0 out of spite (yeah, seems realistic that it's that bad when the metascore is 98. Super funny troll, guys! lollloollool!!!111!!11)

This game is gorgeous, and easily one of the best games I've played in a long time. I know it's early in the year, but this is definitely a contender for GOTY.",10,ZELDA BOTW,METACRITIC
ByYuxiSs,03-03-2017,"The legend of zelda is a great franchise with great games that should be inspirational for new IPs in the future.

The legend of zelda Breath of the wild is a fantastic game 10/10",10,ZELDA BOTW,METACRITIC
MetaCriticIdiot,04-03-2017,It is a really good game and I really enjoyed it but I hate the fact that it's a switch exclusive.Ps4 Xbox and pc release will most likely not be out this year(if ever) :(,10,ZELDA BOTW,METACRITIC
TJR,04-03-2017,"The story is fantastic, the graphics are very crisp, and the soundtrack in this game is perfect. Definitely my favorite Legend of Zelda game of all time.",10,ZELDA BOTW,METACRITIC
brunoduartedc,04-03-2017,"I'm speechless with the game. It's huge, it's pretty, it's a masterpiece that we needed after the long wait with no Zelda games. I thought that i would miss the dark atmosphere within twilight princess and majora's mask. But after playing the game, it proved i was wrong.
The story is fantastic, it's sad, but we feel really immersed in it.
The battles are fantastic, mainly the ones against the divine beasts. God, they are one of the best things i've done.
And the world... wow, huge, full of things to explore and full of mysteries. I feel like i don't want to lose any side-quest ou shrine because they are fantastic.",10,ZELDA BOTW,METACRITIC
Knawx,04-03-2017,"You know a game is amazing when Xbox and Playstation fanboys are so threatened they spend time out of their day to spam negative scores here on metacritic without playing the game. Good work Nintendo. You truly know how to cut to the core of these sad individuals!

As someone who currently owns a Playstation 4, Xbox One and a good PC (and has been playing video games since the NES) I can easily say this is one of the greatest video games every created. Hands down.",10,ZELDA BOTW,METACRITIC
danigabber,04-03-2017,"Desde ocarina of time que no sentia algo asi, no es mejor ni peor, es diferente y eso es lo que lo hace una obra maestra. Junto a ocarina of time y metal gear solid el top 3 indiscutible",10,ZELDA BOTW,METACRITIC
Sully20000,05-03-2017,"What an incredible game, the haters are out in force, anyone who's played this game will know that anything below an 8 is just criminal. Graphics, gameplay, story just A+",10,ZELDA BOTW,METACRITIC
Frank7,07-03-2017,"Unbelievable experience. Big Zelda fan, & this one is possibly the best. It's so big, vast & interesting with plenty of things to do, not to mention a sense of wonder which really doesn't happen to often with open World games anymore. It makes you want to explore every inch of it. Enjoying every minute of it. ^_^",10,ZELDA BOTW,METACRITIC
TheGamingCrypt,05-03-2017,This game is breath taking! it seriously is a masterpiece. its so magical beautiful and emersive with a beautiful art direction! the world is huge i mean really huge! and the puzzles in the shrines are very fun and also relaxing! the story line is really well laid out and although the game is now open world and you can do things when you want in any order you wish the game just organically unfolds! it really captures an old school classic feel to it like how great video games used to be but just with modern shiny graphics! it just has such a classic feel to it! its what the best video games of all time used to look and feel like just better! i am a proud owner of this game and dont want it to end its that good! illl be playing this game again and again! 10/10,10,ZELDA BOTW,METACRITIC
Konizo,05-03-2017,Actually the best game ever. You can enjoy this game much better on the Nintendo Switch. You can run in a large country and have fun or you can battle with the boss.,10,ZELDA BOTW,METACRITIC
ThoseCravens,05-03-2017,"You may want to check the mixed reviews, but you can't take 95% of the negative ones seriously. This is not a BAD NEGATIVE 0 game, it IS at least an 7, no matter what you like. If this game had received a score of 92 by critics, Nintendo haters wouldn't have been so pissed of and less of them would've taken the time to review the game with a zero. But if you check at the negative 0, 1 and 2 reviews, (because either they vote with a 0 or they don't vote at all) everyone of them says the same: ""This game looks like PS2, my PS4Pro is much better"", and you can perfectly see what else they mean with that: ""Horizon Zero Dawn is 1000 times better than this, all hail Sony"". **** ridiculou.

TLDR: We live in a world where MGSV has a 93 and HorizonZD a 88, if we see that you need an average of these two games to get a 9/10, Zelda would be about a 13/10.
Zelda IS NOT A PERFECT GAME, but keeping in mind how little you gotta do to get a 9, Zelda is indeed a 10 and deserves every single one of those scores. And **** you all Nintendo haters. I feel ashamed just for having all Playstations, seeing how **** idiots some Sony fans are.",10,ZELDA BOTW,METACRITIC
Tempted,06-03-2017,"This gaming experience is unlike any I have had to date, The Legend of Zelda: Breath of the Wild is truly an amazing experience rivaled only by Ocarina of Time.",10,ZELDA BOTW,METACRITIC
xrnoz,03-03-2017,"Breath of the Wild is the best game of all time because I say it is, and you know it too, can't deny it. All reviewers say it, the best reviews, it's true.",10,ZELDA BOTW,METACRITIC
Defron,04-03-2017,"10 hours with the switch so far. Literally hands down the best rpg game ever. And this is coming from a guy that loves both Skyrim and Witcher 3.

You won't regret it :)",10,ZELDA BOTW,METACRITIC
PurgeJuls,04-03-2017,"Great game with an incredible sense of discovery, wonder, and magic. I got lost in the vast and beautiful lands of Hyrule. It is an incredibly fun and beautiful game with some minor technical issues that don't detract from the overall experience.",10,ZELDA BOTW,METACRITIC
KingDrizzy101,05-03-2017,"Very good game good game play, soundtrack, graphics and story. Well done nintendo the hype for this game for this game for many years and you kept your word and gave us a solid experience in the end",10,ZELDA BOTW,METACRITIC
JosYGHT,05-03-2017,"The best game I've seen in years, deserves the GOTY. I love this open world and its music is just awesome. Not for nothing almost has 100 in many critics",10,ZELDA BOTW,METACRITIC
FabryPxL,05-03-2017,"un videogioco che racchiude dentro di sè molteplici significati trasformati in esperienza di gioco: l'essenza stessa dell'avventura,dell'esplorazione,della poesia,della magia e più in generale la quintessenza del concetto stesso di intendere il gaming.Capolavoro indiscutibile.",10,ZELDA BOTW,METACRITIC
Kleners,08-03-2017,"This is my first Nintendo console since the Gamecube, I pikced it up for Zelda and Have put over 36 hours into the game. Defeated 3 Ancient Beast and completed many side quest. This game is a very large open world concept RPG. The combat is brutal, the weapon breaking system and scavenging for stuff to beat monsters with is a fresh idea and works.
Coming from PC gaming my only issues is with the technical limitations of the console. Lack of anti-aliasing, Frame drops in large rendered areas, some washed out colors (fixed with monitor settings), and the max 900p graphics. I cant fault the game for console limitations. Right now 2 weeks in the price of console is worth the price.",10,ZELDA BOTW,METACRITIC
Juanma31x,09-03-2017,"I can't believe there's people reviewing with 0. This is a 10 with no doubt! It has a lot of stuff to do in the open world, really easy to get used with play mode, it has a lot of details and it's a game you get the will to play, despite all the crap games that are released recently this is a really interesting game and as I said you get the will to play it.",10,ZELDA BOTW,METACRITIC
