author,date,review,score,titre,origine
SmashBPG,28-12-2015,"Mario Kart 7 is a Must-Have if you own a System that is in the Nintendo 3DS family like a 3DS, 2DS, New, XL, just to name a few or I think that's all if them. Anyways... This game is amazing, great graphics, and perfect controls, if you played any Mario Kart Game especially Mario Kart DS, you're gonna love this game. I got this Game way back in 2011 for Christmas along with Mario Sports Mix, Pilotwings Resort, Super Paper Mario, etc. The graphics like I said is great for the 3DS. The controls are flawless and perfect. The game runs very smoothly at around 60 FPS (Frames Per Second). The new features such as the gliders, underwater racing, are cool. Hell, the jump boost from Mario Kart Wii made a return-even with the same Sounds. The Battle Mode is just fun and great. The Battle Arenas such as Wuhu Town (from Wii Fit and Wii Sports Resort), and the retro ones are awesome, as well as the tracks such as Wuhu Loop, Maka Wuhu (both of which are on Wuhu Island from Wii Sports Resort), Rosalina's Ice World, Rock Rock Mountain, and the retro ones are all awesome. The only flaw is...not having Single Player VS actually disappointed me. Online Mode is good. I have played this game for well over 100 Hours and have all 3 stars next to my name, this game truly is addictive... well at least for me. Mario Kart 7 is actually my fourth Favourite in the series, I liked 8, Double Dash and Wii slightly better but it's still a great game and if you hate MK7, you're BEYOND silly as JB. I recommend you get this.",9,MARIO KART 8 deluxe,METACRITIC
EpicLadySponge,03-02-2016,"To perfectly wrap up Mario Kart 7, it's a race to get it or a race to never get it afterlife. You choose your own path, guest. Get this to complete your life and then go back to whatever you're doing.",9,MARIO KART 8 deluxe,METACRITIC
SrPepe,30-10-2017,"Un muy buen juego de carreras de Mario. Divertido, mucho más si juegas con amigos. Muy difícil que la pases mal jugando este título, altamente recomendable.",8,MARIO KART 8 deluxe,METACRITIC
Nintendo543,07-04-2016,"This game is pretty fun. As with all Mario Kart games, you have different modes to choose from. You can choose Time Trials, which you are trying to get the fastest time possible. Then there are the two Battle Modes, which are Coin Runners and Balloon Battles. Those are really fun for quick sessions of play. Finally, there is the Grand Prix. The Grand Prix is basically the story mode, and you are trying to get 3 Stars on each Cup. There are a few different modes for it. They are 50cc, 100cc, 150cc, and Mirror mode. 50cc is easiest, 100cc is medium, and 150cc is hard. The mirror mode is 150cc with the tracks inverted, so it'll be a tough challenge. This game also uses StreetPass, so you can see other peoples Win/Lose Ratio as well. The online is pretty good, but it does stutter a lot. Overall the game is alright, but if you are a casual gamer and looking for something to play, this is the game for you.",8,MARIO KART 8 deluxe,METACRITIC
Sai_rox,07-05-2016,"The Mario kart series has always been a fan of mine, but this game was a little sub-par compared to all the others. First off, not the best character choices. They incorporated characters that weren't that beneficial to the Mario series, but left out some the key people that were helpful in the Mario kart series. Next, the new courses they designed weren't that good. I feel like that not the most creativity was put into this game. Courses such as Shy guy Bazaar and Daisy Hills weren't that creative in my opinion. Three retro courses were added that weren't that good in my opinion. DS ""DK Pass"", GCN ""Dino Dino Jungle"" and GCN ""Daisy Cruiser"". Also, a major glitch was show able to slip past editing in Maka Wuhu, skipping about 1/3 of the track. Lastly, I pose a final question to Nintendo. How is Waluigi Pinball able to be added into the game, but not Waluigi himself?",7,MARIO KART 8 deluxe,METACRITIC
lucturgeon,27-05-2016,"Overall, a good game. It includes some of the best Mariokart tracks ever (Wario Shipyard, Wuhuand island, Maka Wuhu, and Music Park), and most of the retro tracks are good. However, Neo Bowser City is the WORST Mariokart course ever.",8,MARIO KART 8 deluxe,METACRITIC
nicorzF1,19-05-2018,"7 years later, and it keeps as good as the first day. This game has the driving style of its prequel, Mario Kart DS, and the graphics of Mario Kart Wii, doing a sensation on the 2011 Christmas and making everyone get addicted with its online.",10,MARIO KART 8 deluxe,METACRITIC
Lee-stark,20-04-2018,"Es un mario kart muy corto pero acetable, controles precisos y mecanicas clasicas mejoradas, un multijugador muy repetitivo y cansado, rejugabilidad escaza y opciones innecesarias, los graficos y efectos 3D son geniales pero un poco sobrantes.",8,MARIO KART 8 deluxe,METACRITIC
CH513,08-07-2017,"This entry is probably my least favorite game in the Mario Kart series, but don't get me wrong, it's not really a bad game (7/10 is not too bad). While the game has some great race tracks, like DK Jungle, Neo Bowser City, Piranha Plant Slide and Rainbow Road, most MK7 tracks are quite bland and easy. It really seems Nintendo had ran out of ideas for the game. The character roster is very weak, as well. Honey Queen and Wiggler aren't very iconic Mario characters. Waluigi is a lot more iconic, and he should have been playable. But Metal Mario is easily the worst inclusion, he´s just Mario encased in metal. Battle mode is very boring, as 2-minute matches and boring stages screwed it over. VS mode is only available in multiplayer, and it's not even that good there. But the soundtrack is very decent, the graphics are great for the 3DS, and the 3D effect is very neat. Overall, the game is fun, but at the same time, is a bit lacking. Good thing Nintendo recovered a bit in Mario Kart 8.",7,MARIO KART 8 deluxe,METACRITIC
Diegochocho,08-07-2018,"Como siempre, nunca decepcionar los Mario Kart, y sigue están a la altura de los otros.",8,MARIO KART 8 deluxe,METACRITIC
silvally,22-04-2017,This game has a good vibe but the roster was ok and there was no other flaw. Perfect game lives up to its older brother mkds ALSO great multiplayer.(community),9,MARIO KART 8 deluxe,METACRITIC
JPK,20-07-2019,"Highly Enjoyable
It’s Mario Kart, What else do I have to say because it’s a great game.",9,MARIO KART 8 deluxe,METACRITIC
robertoiglesias,29-04-2020,"While not the best, this game is very fun. The new gliders is a great addition, the tracks are great, and the character selection is interesting.",10,MARIO KART 8 deluxe,METACRITIC
AndrextheGAMER,05-07-2017,"Gioco uscito nel 2011 , e tuttora uno dei migliori titoli per 3ds, l'unico difetto del gioco che non rende il gioco a pieno 10 è il multigiocatore locale che usufruisce di 2 + console n3ds/n2ds. Al contrario per Mario Kart 8per Wii U e MK8 dexule per NSwitch che per giocare in locale si usufruisce di una sola console",9,MARIO KART 8 deluxe,METACRITIC
MarioGames,10-07-2017,Yes it's no bad but online mode have a lot of problem and have too much bug and communication error. But you can have your Mii and play with StreetPass friend,8,MARIO KART 8 deluxe,METACRITIC
KeanuGermany,05-06-2020,"Graphic: 10
Music: 10
Control: 10
Variety: 9
Degree of Difficulty: 9
Fun: 10
Story: /
Multiplayer: 10
Content: 9
Long-term Motivation: 10",10,MARIO KART 8 deluxe,METACRITIC
SortOfCritic,01-01-2018,"Mario Kart 7 is nothing special, but with friends, it can still be a fun filled experience to play on the go",7,MARIO KART 8 deluxe,METACRITIC
Szymonhead,16-03-2018,"For me I would say its the best Mario kart game ever. Although I don't have a 3DS, I have it on emulator. It has the best rainbow road!",10,MARIO KART 8 deluxe,METACRITIC
CrazyGamer701,24-05-2018,its a amezing but there is not so much to do if you are done playing the grand prix thats the only let down,9,MARIO KART 8 deluxe,METACRITIC
Matias8654,01-06-2018,"Un juego extraordinario, con el mismo concepto del Mario Kart Ds que era maravilloso, además de la buena inclusión del 3D en esta entrega y la ambientación perfecta como siempre, por otro lado la exclusión de huesitos como personaje jugable, y la inclusión de otros los cuales ni ganas dan de elegir, lo lleva a no terminar siendo perfecto",9,MARIO KART 8 deluxe,METACRITIC
nintendo-sekta,31-10-2018,"Моя первая игра на 2ds.
Хорошее: кастомизация карта, сетевая игра с другими игроками, локальная игра с другом сделана отлично.
Плохого скорее здесь нет всё идеально карты, локации, гемплей.",10,MARIO KART 8 deluxe,METACRITIC
Pedrinhyeah,05-01-2019,"This game is good game

The tracks are no killer, sort of annoying really. But not annoying that will make me stop playing.

Some may say that this is the first Mario Kart game to give the opportunity to custom your ride, and for that it is excused, but as im not making comparision here: The customization options are not very large, so. thumbs down for this.

There is not many courses to choose.

The graphics are poor. Not ugly. But they definitely are not pretty. AT ALL (Here i'm comparing with some other titles that I have experienced on 3ds).

Now, thank god we can play online for free, because this basically save the gameplay and its worth to buy this game. It's fun to play online (altough i do believe TEN THOUSAND COINS is WAY too much to get a golden ride that is not even good to run)

The others types of ""courses"" such as coin rush, or coin mode, and dont recall the exaclty name, are just terrible.; no one plays that **** just mention it is give more credit than it deserves. is that terrible.

Definitely worth to buy if u have a 3ds. But not an oustanding game.

I dont give a green note (8 up) because dont deserve, and perhaps 7 is too low. So condiser this a seven and a half.",7,MARIO KART 8 deluxe,METACRITIC
sitebender,19-04-2019,"Mario Kart 7 is a fantastic addition to the series, but the only real downfall is that I can't play it on a bigger screen. It's a fun game, even has online functionality, but playing on my 3DS gets painful due to the button layout being so close to the edge for the acceleration.",9,MARIO KART 8 deluxe,METACRITIC
Oreox4,17-08-2019,"I love this almost as much as Mario Kart Wii. I feel like the track design on this game is really good. The retro tracks they had were great choices, and overall i love this game. The glider mechanic is really fun and it feels fresh. This was the Mario Kart game i played most as a kid so i'd probably not like it as much if i played it now. But i love this game, a lot",9,MARIO KART 8 deluxe,METACRITIC
r4igamer,16-06-2019,"Mario Kart 7 marks yet another return to Nintendo's kart-racing franchise. Though the character roster should have been larger, and a cheap blue shell can still screw up an otherwise perfect race, MK7 still offers enough innovation to keep this old formula feeling fresh. With memorable new tracks, well implemented gyro controls, the triumphant return of coins and a handful of new modes, Mario Kart 7 is full of win. The game also marks a huge leap forward for Nintendo's approach to online multiplayer, providing an experience that surpasses any of the company's other games to date. Overall it's a well-polished experience that fans of the kart-racing genre - or of the Mushroom Kingdom - should not hesitate to pick up.",8,MARIO KART 8 deluxe,METACRITIC
n_switch,03-09-2019,"No one does kart racing quite like Nintendo and this seventh release in the beloved series really shines with its masterful track selection and impressive online package. The addition of the underwater and gliding sections inject a nice layer of freshness to the now trademark gameplay mechanics, and with a host of unlockable characters and the depth of surroundings offered up by the 3D display, it ends up being as flashy as it is fun. We've seen some amazing Mario Kart releases over the years, and Mario Kart 7 sits right up there with the best of them.",9,MARIO KART 8 deluxe,METACRITIC
new2dsxl,06-09-2019,"No one does kart racing quite like Nintendo and this seventh release in the beloved series really shines with its masterful track selection and impressive online package. The addition of the underwater and gliding sections inject a nice layer of freshness to the now trademark gameplay mechanics, and with a host of unlockable characters and the depth of surroundings offered up by the 3D display, it ends up being as flashy as it is fun. We've seen some amazing Mario Kart releases over the years, and Mario Kart 7 sits right up there with the best of them.",9,MARIO KART 8 deluxe,METACRITIC
Bernyz,20-09-2019,"Es el mejor Mario kart para portátiles, los gráficos impresionantes y más con el 3d",9,MARIO KART 8 deluxe,METACRITIC
Zequila,08-01-2020,Great game but too short and easy. In 3 hours i win all 150cc cups and unlock everything.,7,MARIO KART 8 deluxe,METACRITIC
huntams,13-09-2022,"a game that has no alternatives. Nintendo uses an effective formula and beats its buyer. it follows the given formula without any changes, so it always turns out well",8,MARIO KART 8 deluxe,METACRITIC
Bruterake,15-10-2020,"Quando eu era criança mds, foi muito divertido dava pra jogar com os amigos e tudo mais e os bonequinhos as skins uma pena que tinha aquele grind infinito pras coisas douradas e amo até hj os voos pelos mapas.",9,MARIO KART 8 deluxe,METACRITIC
Mutty99,18-02-2021,"With an average character roster, and even if the courses are playable in Single Player only inside Gran Prix, this title is hella solid to this day. The course selection is not the best in the series, but still very good: they brought back the best tracks from both DS and Wii in the retro courses, and the new ones are charming as well, especially Music Park, the Wuhu tracks and the one-lap Rainbow Road.
I think the biggest downside is the over-exaggerated grinding for acquiring the gold parts; even if the wheels are obtainable without too many problems, the other ones require either Streetpass + Way too much time to spend online, or an unrealistic amount of coin grinding. 20k coins for the last part, when the max coins you can get from a Grand Prix is 40. Nintendo, really?
Still, Shy Guy is a fully playable racer, so I guess it's a win on both sides.
Summing up: if you are a Mario Kart fan, you're gonna enjoy this title for sure, downsides or not.",8,MARIO KART 8 deluxe,METACRITIC
GameBoy66,12-02-2020,"This Mario Kart was one of the best we got. It's easily better than Mario Kart Wii and plays great. The graphics are good for 3DS standards. Being able to customize your carts is awesome! It's also still cool that online is still being supported. There are problems though. 1. The Tanooki Leaf. 2. 12 Characters when Wii had twice the amount. Still, this game is solid, even in 2020!",9,MARIO KART 8 deluxe,METACRITIC
Dman_Gamer,06-06-2020,"This game is as good as the others. Sure, the character selection might be kind of small and there's no VS race, but you can make custom karts and like the other mario kart games, there's a good track selection. I think this game is underrated. Still good in 2020.",9,MARIO KART 8 deluxe,METACRITIC
lesiuML,21-03-2022,"Very solid Mario kart, frustrating as ever and not fair as always! Lot of fun and fast racing. Nice levels design although there could be little more of them. There could also be little more of characters and vehicles... But it is all much improved in MK 8 deluxe on switch.",7,MARIO KART 8 deluxe,METACRITIC
JedmGames,20-07-2020,Esta edición de Mario Kart añade cosas buenas cómo lo es la personalización de los coches. Con pistas divertidas es una muy buena opción para jugar con tus amigos.,9,MARIO KART 8 deluxe,METACRITIC
SloppyJones,31-07-2020,"This is a good game, like just about all Mario Kart games are. If you're a fan of Mario Kart, you'll like this game. However, out of Mario Kart DS, Wii, 7, and 8, which are the four I've played, I would say this is the weakest one. Honestly, most of my displeasure stems from the fact that they removed Vs. mode from this game for some reason. That really hinders the replay value of this game for me, since it means that if you want to play races without any other actual people, you have to play either Grand Prix, where you can't choose specific races to do, or Time Trials, where you don't have the CPUs to race against. My other complaint is the distinct lack of Waluigi. The core gameplay is pretty much the same as the other games before it, where you just drive around as Mario characters, hitting people with items and having a good time. The kart customization is a cool new addition, and so is being able to glide through the air and drive through water. The graphics are also very nice for a handheld console, being way better than the graphics for the DS one, and about on par with most other games on the 3DS. One part of this game that I really love is the ability to play with friends who don't have the game. You can play with them through download play, and while they can only play as Shy Guy, it's better than nothing, and has allowed me to have some good times in this game with friends who I normally wouldn't have been able to play with. Overall, it's not the best Mario Kart game, but it's still enjoyable and Mario Kart is always a good game to have on your Nintendo console.",7,MARIO KART 8 deluxe,METACRITIC
eeveegms,07-08-2020,"It is a really fun mario kart, it is also the one that introduced the underwater and air driving mechanics.",8,MARIO KART 8 deluxe,METACRITIC
Babalee,29-12-2020,"Mario Kart 7 has always been one of the more lack luster Mario Kart games for me. I still think it's a pretty good game and having it portable is really good as well, but this one never felt like a smash-hit like most of the other games in the series. The character roster is good fortunately, and the tracks over all are pretty solid, but the main thing drawing this game back are the controls. They're good for the 3DS but they still feel a bit small and uncomfortable to use while playing this sort of game. A definite must have on the system, but in my opinion one of the worse Mario Karts.",7,MARIO KART 8 deluxe,METACRITIC
wiredspore44,28-12-2020,Decent Mario Kart game but is missing some key elements. Also how is honey queen in the game but not Link?!,8,MARIO KART 8 deluxe,METACRITIC
Halkem,28-10-2020,Amazing multiplayer experience and the best racing game on 3ds. Fast matchmaking too.,9,MARIO KART 8 deluxe,METACRITIC
hector_bcn98,04-11-2022,Diversión pura y dura. Podrían haber sumado muchos más desbloqueables de interés.,8,MARIO KART 8 deluxe,METACRITIC
deycd,13-08-2021,"El juego podría haber llegado a diez. Los controles son geniales, las pistas, también lo son, pese a la baja calidad de la 3ds. El 3d, está bastante bien,. Las alas deltas revolucionan la jugabilidad. Fue un gran acierto dejarte cambiar las partes de los coches. Pero tiene un gran inconveniente, y es que los personajes son bastante malos:, Lakitu, la floruga, mario de metal, sobraban en el juego, y dado a que tiene pocos personajes, podemos decir que faltaron Funky kong, Didy Kong, Bowsitos, el Boo, El juego también tiene un pequeño inconveniente, no tiene suficientes modos solitarios como el de la ds, con misiones y jefes.",8,MARIO KART 8 deluxe,METACRITIC
BeeSting1,01-01-2021,"Very solid game.

Good

- refined Mario Kart experience.

- 3D looks good.

Bad

- if you use big char and big wheels, sometimes your char will block your view

- some parts the screen cut off what I needed to see on top.",8,MARIO KART 8 deluxe,METACRITIC
ND-Bringer,13-07-2021,"At the time it was viewed to be an utterly brilliant game, but it hasn't aged well with Mario Kart 8 Deluxe overshadowing it. Now don't get me wrong, I still think it's a good game. While the core mechanics have improved and the new gliding plus underwater driving mechanics are a blast...the variety is pretty bland this time. No missions, no simple VS matches, at least we have Balloon Battle and Shine Runners...I mean Coin Runners!The main meat of this game is the online multiplayer which can be pretty entertaining, but playing this game alone is otherwise pretty barren. Imagine if you were unable to connect with said friends. The only thing you could really do is replay cups and collect coins for random new parts. Not a bad way to kill time, I've collected over 700 coins and have only unlocked 1 new glider. I really like the customization options, but like Skylanders Imaginators, you need to wait a long time before you can unleash your customization creativity until you have the necessary parts. Even 16 cool, new tracks can get old fast. Even little problems can grow in time, like how in DS, enemies like Thwomps are shown on the bottom screen mini map, while in 7 they're no where to be seen. What if your on a long, straight path, wondering where the next turn is...AND BAM! You're hit by an out of nowhere enemy while scanning the area below. It's gets worse with trying identify the theme Nintendo is trying to create with this game. DS carries a Super Mario 64 theme, while the tracks aren't mysterious, they are rich with colorful designs. Its links with 64's adventure theme. If you play Kart DS after 64 or 64 DS, it's a really wonderful game combo since they carry similar spirits. 7 on the other hand is a mash between Galaxy, 3D Land, Mario Kart Wii's shadow art style. There's not enough room on a handheld system to fit all of that together. I also would've preferred mainly 3D Land theme as well as having a similar colorful art style so it at least could carry a decent theme that's a treat for the eyes. This shoddy art style feels bland somehow. 3DS kids games should have flourishing colors not serious shadows. That's better suited for E10 and teen games. That's the least of this game's problems. The character selection may not be the worst, but where is Waluigi? He has his own killer track now, this isn't Smash Bros, many people count on him being a playable character! Remember how irritating it was when DK wasn't a playable character in Mario Party after 4 until 10 came along? He's no sideshow attraction! Even though he was in the first game. Seriously, the Honey Queen was that important to make a new character? I may love unlocking new characters, but there is little thrill to be found here. The rest of the characters may be cool, however unlocking them is a challenge with unbalanced difficulty. It's not that hard, heck the com difficulty feels a lot easier compared to DS. New characters except for the Mii, can only be unlocked by claiming 1st place cups from the 150cc Grand Prix. In DS, characters and karts are unlocked with each completed cup from easy to hard. Giving the racer a sense of growth while playing through the game. But here in 7 all the challenges are at hard difficulty. Making the journey feel one-minded and frustrating inexperienced players. I still remember tasting defeat every day while trying to complete these cups.It just makes things stressful with this unbalanced difficulty. Even after collecting a ton of coins after a cup you're not guaranteed to get a new part, its uninspiring to get better at this game unless you have some friends to compete with. As for the tracks, we got a decent selection of new and old tracks. At least Waluigi Pinball made it into this game! DK's jungle reboot stage is great! But he's strangely calm that the Tiki Tak Tribe is attacking his island this time. Also, Wuhu Island is a great setting and all, but do you really need to add 3 Wii Sports themed stages? I'll say it a game, this game needs more variety. If you want to add another Rainbow Road stage, despite all of the tension they create, I can live with that. But I don't know if everyone remembers Pilot Wings and Wii Sports Resort all too well. Point is, I didn't love this game like DS. The driving and multiplayer mechanics may have improved, but without that, this game would have nothing to stand on. I will give it credit for giving birth to 8, but today its a fallen king that's likely to stay down and leave its kingdom to the next heir. But this king hasn't aged well. Great at the time, but its just not as enjoyable as DS. It may have better control, but you're in for underwhelming experience compared this series last Mario Kart handheld game. Even after winning all the cups in 1st place with my Bowser Jr. Mii, I not really satisfied. This game failed to appeal to me. Sadly it will forever live in Mario Kart 8's Deluxe's shadow. Sigh...now if we could only get bosses & ROB into Mario Kart Deluxe.",6,MARIO KART 8 deluxe,METACRITIC
TropicalNayr,31-03-2021,"i would give this a 65%
This is a improvement of Mario kart ds where they just went over there mistakes and laziness in Mario kart ds, the graphic are way better than before, and they added some new games to make it more fun but if you already played Mario kart ds you don't need to play this it is basically a redone version.",6,MARIO KART 8 deluxe,METACRITIC
Ardho,08-09-2021,"So much better than Mario Kart Wii, but unfortunately only available on 3ds, I hope to be able to play on Wii U/Switch",9,MARIO KART 8 deluxe,METACRITIC
MaddoxWhite,25-04-2021,"This is the Mario Kart I grew up with. Really fun game, still holds up. Just like a portable Mario Kart 8 before Deluxe came out.",8,MARIO KART 8 deluxe,METACRITIC
Fireyoshi779,09-01-2022,"The 3DS has the power almost to the wii which makes this game look like mario kart wii on 3ds all while adding new tracks which are good.It added gliders and going underwater and going underwater used to be a no no and the tricking off ramps thing returns!This is my first mario kart ever but after playing 8,the only bad thing is that there no vs mode so you sadly can't choose what 4 tracks you wanna do but still a great game!",8,MARIO KART 8 deluxe,METACRITIC
funnymystical,30-08-2022,"MARIO KART WII ON THE 3DS????
HELL YEAH!
now give us mario kart 9 nintendo or i will emulate this using a pirated rom",8,MARIO KART 8 deluxe,METACRITIC
Paperplayer,10-03-2022,Pretty good game.Has great picks for retro tracks and has the best rainbow road and controls great and about nothings wrong.I love it,10,MARIO KART 8 deluxe,METACRITIC
GDsReviews,27-05-2022,"Mario Kart 7 has a good soundtrack, but easily the worst character roster and controls of any Mario Kart game. It is extremely easy to accidentally engage the Gyro controls while steering with the 3DS’ control stick. Some of the new tracks are split into sections rather than laps, adding a new challenge to the series that was carried over into Mario Kart 8. Overall, the wonky controls and atrocious character roster makes this easily one of the worst entries in the Mario Kart series.",1,MARIO KART 8 deluxe,METACRITIC
FireBroFilms,15-08-2022,‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎,9,MARIO KART 8 deluxe,METACRITIC
Kdog152,22-12-2022,"Let's start with the negatives just to get them out if the way:
- Mk7 has the worst Mushroom cup in the series next to Super Mario Kart on the NES: Toad circuit, is an alright track, Daisy Hills is decent, Cheep cheep lagoon is bland and bad, and Shy guy bazaar is an overrated track, it's just mediocre.
-Mission mode from Mario kart ds still hasn't been brought back.
- Blue spiny shells are too common. Literally though, I swear like 5 spawn a race sometimes and that's not an exaggeration.
-There's still a time limit in Balloon battle and you still respawn when all your balloons are popped. Like why? Why can't it be like Mario Kart Ds where you had no time limit and it was a game of elimination? Once you lost your balloons, you where out.
- There is no VS mode!!!! (unless your playing online or on multi player). WHY!!!! this means there is less replayability in this version.
- Why didn't they have bikes return from Mario Kart Wii?
Now for the positives:
First of all the gliding and Underwater mechanic is a great idea that works really well, however, the water one is underutilized. This new gimmick means that the courses can be more expansive and less flat.
The fact that you can now customize your vehicle now is awsome and leads to some really creative kart combinations.
While this game has a small and weird character roster, all the choices are good (apart from Honey Queen)
Besides the mushroom cup, this game has some really creative and fun tracks, such as Wario Shipyard/ Galleon, Maka wuhu/ Wuhu Mountain loop, Rock rock Mountain, Melody Motorway/ Music Park, Mario's circuit etc and it has the best Rainbow road in the series. I mean, Rainbow road in this game is phenomenal. You get to ride on Saturn's rings and literally drive on the moon and there are some really good shortcuts as well.
The Online in this game is surprisingly functional and fun, it's very rare that you get hackers.
For once coins are actually useful, you unlock kart parts by collecting them.
This game has a really good selection of retro tracks.
in conclusion, while this is one of the weaker Mario karts, it's still a good one.",8,MARIO KART 8 deluxe,METACRITIC
Coolic,25-11-2022,"Its just Mario Kart. Its great, don't get me wrong, but I feel like I should be playing Mario Kart 8 instead. Not bad, just meh.",8,MARIO KART 8 deluxe,METACRITIC
MarioReviewer,20-11-2022,"In the Mario Kart series, Mario Kart 7 is not talked about enough. Just because Mario Kart 8... well... exists, 7 just gets shrugged off as 'It's on the 3DS, it's meh.' . However, I feel like Mario Kart 7 has the best tracks of any Mario Kart, including Wii Coconut Mall, DS Airship Fortress and of course the sublime Rainbow Road. Move over, Mario Kart Wii (or Super Circuit if you're an OG), because this one is packed with joyful... goodness...? Anyway, this game also introduced the paraglider and underwater sections, which the paraglider I absolutely love, yet the underwater sections being lacking and just the overworld with slower karts and annoying fish. I'm glad they haven't shut down the online (yet), because it's so fun to square off against other people just like you who probably has been questioned for carrying about a 3DS, but when you show them your shiny Mario Kart game they apologize and leave you alone. Also, the battle mode is a battle mode. The battle mode is fun sometimes, but I really couldn't care less about it when you already have a bunch of joyful grand prix cups to play (especially this game) and some ol' time trials. Overall, in terms of design, gameplay and battle mode, this game is *takes deep breath*... better than Mario Kart 8 (Deluxe).",9,MARIO KART 8 deluxe,METACRITIC
Blast123,27-12-2022,"This game was amazing.It was on a successful console and was super fun.Before 3D Land,for me this came.I still play it a lot.",10,MARIO KART 8 deluxe,METACRITIC
JORDANBAYNE,15-01-2023,GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD good,10,MARIO KART 8 deluxe,METACRITIC
SealedLooks,20-01-2023,"Mario Kart 7 had big shoes to fill. With the enormous succes of the DS console and with that the succes of Mario Kart DS, there was some pressure on the new 3D Mario Kart. Not only was MKDS a fast paced racing game wich fitted the DS very well, it was (together with the MKWII) the most inovative mario kart yet, at least on the handhelds it was. Unfortunatly for MK7, now that we know how MK8 and deluxe looks like, the first hit it has to take is the visuals. It is a obvious upgrade in comparison with MKDS, but that was really it. It doesnt do much for me, also because MKDS makes up for the visuals in some aspects with a lot of character, wich MK7 has way less of. Not only is the music mainly reused, but i found most of the new made maps not really inovative nor intresting, it is a given at least some of new maps in an MK will play and look cool, but (again) if you compare in with MK8, it has way less going for it. Some new aspects were decent. It introduced the glider aspects, and that does add a new mechanic to the game, and can work in your favor if you do it correct. The 'double drift boost' is also introduced here, wich is probably the best thing about the gameplay next to it using a joystick and taking very good advantage of that. But unfortunately i did not like the character selection nor did i like almost the entire feeling this game gives off. it has a blant cover and a boring menu if you ask me. It still is for me a pretty good mario kart, it still is a game you should have because you can put so many hours in it, but for me it does a little bit more than the minimum required to get you hooked. Good, but not fantastic or groundbreaking in almost any aspect",7,MARIO KART 8 deluxe,METACRITIC
Tomatonato,31-01-2023,"Gliders are so cool. GLIDERS ARE SO COOL. GLIDERS ARE SO **** COOL.

And kart customization is awesome too.",7,MARIO KART 8 deluxe,METACRITIC
EFYevan,30-05-2014,"Simply fantastic! Ladies and gentlemen, GO BUY A WII U FOR THIS GAME. Highly recommended for a fun gaming experience. Nothing on PS4 or XB1 comes close. 10/10",10,MARIO KART 8 deluxe,METACRITIC
Ireland914,30-05-2014,"Everything I could have hoped for in a new Mario Kart game. Fantastic HD graphics, tons of levels, characters, and custom karts... and online play! I've had a hard time finding a flaw with this game.",9,MARIO KART 8 deluxe,METACRITIC
JN1306,30-05-2014,"Fantastic game with an abundance of gorgeous looking courses and awesome music, this game will being you hundreds of hours of fun whether you are playing alone or with friends...the ONLY complaint I have is that the Battle Mode tracks could use some tweaking... All in all a fantastic experience",10,MARIO KART 8 deluxe,METACRITIC
Plasmaneedle,30-05-2014,"Mario Kart 8 doesn't really add much either than some new characters and useful new items(finally can block the flying blue shell!). But it holds on to what makes every Mario Kart game so great: Rock Solid gameplay, well designed tracks and lots of charm.",9,MARIO KART 8 deluxe,METACRITIC
rhaynes7,18-11-2014,"I haven't gotten into Mario Kart this much since the DS. This game is gorgeous, and the mechanics have improved so much since then. My only gripe is that a few of the retro stages have been changed for the worse, in particular the unnecessary addition of water sections and confounding zero gravity in some retro stages. It's also a shame that the staff ghosts on time trials are relatively easy to beat.

Otherwise, this might be one of the most solid Mario Karts with excellent visuals to complement excellent track selection, and online play that is usually very capable of keeping up with the action.",9,MARIO KART 8 deluxe,METACRITIC
MarioFan1055,24-06-2015,"Best Mario Kart game yet! This game fixes every disappointment from Mario Kart 7 because this game has bikes, flying and underwater driving, and even anti-gravity! Mario Kart 8 has DLC characters and tracks. The DLC tracks are new courses and retro courses from previous games.",9,MARIO KART 8 deluxe,METACRITIC
AMMANN7,05-09-2015,"10/10

This is what perfect looks like this is the ultimate kart racer: MARIOKART 8

+ Beautiful course design
+ Plethora of courses and characters
+ DLC Packs
+ Online Multiplayer
+ Local Multiplayer madness

- Battle mode",10,MARIO KART 8 deluxe,METACRITIC
