author,date,review,score,titre,origine
Andrewash316,30-04-2021,"I bought this game as a joint venture for me and and son, as it's been raved for its help against mental illness. My son turns out not to be interested in the game. He would sooner play Minecraft but he has start the world and is the king user.

Myself and my wife are player two and three.. effectively visitors on our sons island. We can't progress in the game. Can't move forward with the story or anything it's like we're on a limited trial version of the game.. The only way round this apparently is to buy a second or third switch! Which frankly is completely unacceptable! Nintendo and the animal crossing team need to fix this asap.",0,ACNH,METACRITIC
Fireflyfox37,23-05-2021,"My husband and I decided to get it, because we both love animal crossing. Since my husband bought it, he started first. He's been playing it a few days, and I went to start my island when he wasn't playing. Guess what? I can't. You LITERALLY CANNOT HAVE TWO ISLANDS ON ONE SWITCH. Are you kidding? Just because my husband started the game, now I can never have my own without spending hundreds of dollars on another game console? That is absolutely ridiculous. Now I will never be able to actually play the game, since he has already started the town and is now in charge of all the decisions. I am beyond furious.",0,ACNH,METACRITIC
Tartarus,23-04-2020,"This score is for playing the game when you're a second class citizen. If you happen to be the first person in your family who boots up the game, great. You'll have a better experience.

Everyone else who wants to play on the console, you're out of luck. You will not be able to play the game to its full extent. The one island per console limitation is probably one of the worst decisions ever made in gaming. On top of that, only the ""main"" player can advance the island. Not knowing this, I spent a lot of time thinking there was a major bug in the game. When I found out it was a feature, I was surprised and not in a good way.

It's not likely it's because of a Switch technical limitation, as the Switch is able to maintain separate save files for every profile for just about every other game, including games more complex than Animal Crossing.

This is just a poor design decision or a bad tactic to try to sell more consoles. Seems Nintendo dreams of every person in a family having their own Switch. Well guess what, not going to happen. Just going to get tons of negative reviews instead.",0,ACNH,METACRITIC
TheLittleMelo,11-04-2020,"La mejor entrega de la saga por descontado. Es el más divertido, el que tiene una progresión y avance más medido y dosificado y el que ofrece mayores posibilidades de personalización.
Peca de algunos errores como una IA mejorable, o ciertas incomodidades de gestión (diálogos infinitos para todo y la no posibilidad de fabricar más de un objeto a la vez del mismo tipo).

Un juego lleno de detalles, y visualmente precioso, con entidad propia. El mejor juego para pasar la cuarentena (lleno 130 horas jugadas y lo que me queda!).

Para colmo sus posibilidades pueden aumentar con actualizaciones gratuitas periódicas siguiendo el mismo patrón que Splatoon.

Lo mejor del año.",10,ACNH,METACRITIC
Fuzi0n,30-04-2020,"One island per console. Yes, one island PER CONSOLE. Not game, not account, but PER CONSOLE.

Nintendo is being incredibly greedy, and is probably also desperate to push Switches out the door before the next gen arrives.",1,ACNH,METACRITIC
kuehnau,14-05-2020,"It's Animal Crossing. It's always been Animal Crossing. And while they add some quality of life improvements to the game and some more polish, it's still pretty much the same game you've played since the DS era.

And the game still suffers from it's biggest drawback. Animal Crossing is a game that has no direction, it's about you personally finding stuff to do. And unfortunately, everything there is to do is the same mundane schlock you've come to expect from every other previous iteration of the game.

The ""mystery islands"" could have been a nice touch, but they are a quarter of the size of the normal island. Islands are picks from a small selection of pre-made islands instead of being procedurally generated. So instead of constantly finding new islands, after a weeks worth of playing the game, you'll begin to constantly see the same island types over and over again.

The developers made an attempt to give you more to do, but it ends up boiling down to being rewarded for doing the same stuff you have always done instead, while locking rewards behind ""Nook Miles"", a secondary form of currency in the game. The end result is, they've managed to already take a core mechanic from the game and turn it in to even more of a grind than it was before.

Animal Crossing's popularity isn't surprising; it was simply a coincidence, it managed to be released around the same time a massive pandemic was taking place. If it weren't for that, I doubt it would be getting such high accolades from people, because at the end of the day, this version is just as mediocre as any of the other releases.

For whatever insane reason, Nintendo has also decided to put in a bunch of really weird restrictions to the game that are ultimately unhelpful, frustrating and counterproductive to what a game should be.

Animal Crossing needs to be BETTER, not the same.",5,ACNH,METACRITIC
IamtheToph,22-05-2020,"Game is good in theory, it's fun during this time of COVID. However, and this is critically important, Nintendo treats its customers horribly. WHY DON'T YOU LISTEN TO YOUR CUSTOMERS?! Microsoft and Sony both have implemented sweeping and positive changes to their multiplayer and online capabilities. Nintendo refuses to listen to anyone. They are tone deaf and it's honestly offensive how dismissive they are of feedback. Quick to patch exploits but the fact that if my Switch breaks, which happens all the time due to their horrible hardware quality, you are screwed. This is an egregious miss on their part. Nintendo has to fix this or people will abandon this game in droves. Nintendo needs to grow up and get with the times before they become obsolete again.",1,ACNH,METACRITIC
freeprince,09-04-2020,"Too much review bombing over the single island thing. No, the game isnt 100% flawless but what game is? Every day you find something new. It's entertaining, sweet, and nearly endless. I am a companion account. My wife is the main account. I have no problem playing and enjoying myself. It's more a single player game with multiplayer capabilities. Not a multiplayer multi island type of game. 1 island per copy.",8,ACNH,METACRITIC
Leiros,13-04-2020,"I'm really enjoying this game. I'm the only person that plays on my console, so the problems others have complained about don't exist for me. It's been over 15 years since I've played an Animal Crossing game and this one doesn't disappoint. As long as you don't have to share your Switch with someone else, this is a very fun game and I highly recommend it.",9,ACNH,METACRITIC
Ericmendo1,10-04-2020,It’s a brilliant and great game that builds and expands on the amazing success it has had in prior iterations! Yes there are a few mechanical functions that can be fixed to make gameplay more fluent but that aside this game is BRILLIANT!,9,ACNH,METACRITIC
SuperkenGaming,12-06-2020,"Animal Crossing: New Horizons
Not a game for everyone
New Horizons is my first animal crossing ever, I had to see what all the ladies were raving about…
So I sat down with your girlfriends favorite game.. and while it took me a while to get it.. I got it…
The Good of animal crossing new horizons is its addictive and calming, a game all about chosing the layout of your island and building it, letting it flourish.. learning new items to craft, becoming friends with your neighbors, ctaching bugs, fishing, collecting shells.. palnting flowers, planting trees.. just enjoying the breaze through your Nintendo switch, all on your journey to make your newly aquired island livable.. you can earn cash by selling these items you collect and use this cash to buy items to furnish your home or pay of your debts to obtain an even bigger and better home… its anice little carrot at the end of this stick, collect, craft, design until youre statisfied.. there is no end goal here.. this is a game all about playing until youre done.. not until the game is done.. until you are done, until youre bored of it.. as this is a game meant to be played throughout the years to come.. stopping in for an hr or so a day, slowly progressing your island… and onto the bad of animal crossing progression here is far too slow, it took me 6 real time days to do anything beyond fish or collect bugs… as once again this game runs in real time, when youre told a building will be done tomorrow, the game literally means tomorrow, but for the sake of this review I time skipped with the switches settings.. I get that this is a game meant to be chipped away at, but I feel its ridiculous to expect someone to invest 6 days into a game they just purchased before things start getting good… and the only other bad here is coop.. you cant share your nintendo switch with your significant other or siblings… one switch shares an island.. but other than those 2 huge knocks theres everything here an animal crossing fan could want… and for those into games they can hop into to relax, destress, and decorate a little, catch some bugs or fish, dig some fossils for the museum..
The decorator in you, the collector in you.. both will shine with excitement for hours…
For me personally Animal Crossing New Horizon got 10 hours out of me before I was over it.. but its okay to be over it.. This is what makes this game so special, Theres no pressure, everything is at your pace, and the day or hour you decide to leave your island is a day youll look back with memories of collecting or gathering this, the moment you spent inside of your head as you fished.
Animal Crossing New Horizons is one giant exhale.
I give Animal Crossing: New Horizons
an 8/10",8,ACNH,METACRITIC
wyldrwynd,27-03-2020,"I understand the criticisms of the folks that scored this game low but the information concerning the 'one island per switch' was announced and discussed almost a year prior to game's release.
I don't disagree with it being a poor decision on Nintendo's part AND it wouldn't surprise me if they didn't do it as a marketing tool to promote Switch sales but it wasn't a secret - the information was readily available on several sites prior to the game's release.",9,ACNH,METACRITIC
kamhagh,17-04-2020,"as someone who really loved Stardew Valley I was really excited to try this game but honestly it's been disappointing. SPECIALLY for 60$ if this game was 30$~ My rating would be say 6.
let me say that the first week of my game play was absolutely a blast and very fun!
but after a week? the real time clock soon turned into an annoyance rather than a good thing.
and the game feels like a chore. constantly spamming and clicking buttons to get wood and water my flowers as I don't even pay attention and read stuff online. I thought to myself after a while ""what even is the point?""

i start my morning by just water my flowers which with the bad controls takes a long time. then I chop some trees and pick fruits. by then i'm so exhausted and bored that I don't even bother with anything else. there simply isn't much to do. Stardew Valley leaves a lot to explore and do!

the controls aren't nice. I don't like how you have to wait for the flowers to sparkle to tell if they're watered . with a lot nearby it's not a nice way. a lot of the mechanics like donating to the museum feel so unrewarding. I feel no reason to do it. unlike stardew valley that I donated every first of any item I got there.

stardew valley is simply 20x better and costs less than half as much when not on sale.
it started of very fun but they haven't managed to make the tasks rewarding. there's just something about the animations the speed of them and the rewards that you get for them that makes this game not fun. and I LOVE games like this. farming stuff and the type where you get stuff and unlock more new stuff. this is my fav genre of games so it's not a ""I only like call of duty"" kind of issue, They just haven't made it work well for me. But a lot of my friends absolutely love it so yeah. It sadly doesn't have a demo. but a demo would be unfair since the first week of this game is actually fun since your'e showered with new items and don't have much time consuming but boring tasks to do.",4,ACNH,METACRITIC
RagnarX213,17-04-2020,"Absolutely MEH

Like most Switch owners, I was very excited for this release. I felt like this would be a great game to enjoy with the wife and our 8 year old daughter. The game looks very cute and the characters are adorable. The graphics are easily the biggest +. The concept itself is great but the execution is just terrible. This game was released before it was finished. Its as simple as that. This is not a complete game. There isn't really any campaign which is just preposterous. It would have been so easy to send your character on a variety of cute quests to help the islands residents, but no... Everything about this game, aside from the graphics need to be refined. It feels like no one tested this game before it was released. There is a long list of issues that should have been fixed prior to release. No option to craft multiple items (unbelievable). Not enough resources to craft things (even if youre prepared to grind). Terrible controls for building (its a crafting game but you feel very limited in what you can do and where you can place things). Not enough quests. Seriously just preposterous. Even the mobile version of this game has better quests. All you do is keep paying off enormous loans to build up your house, its just an endless grind that isn't very creative or innovative. This game is the definition of half-baked. I wont even get into the fact that its only one island per console. In my opinion Dragon Quest Builders II is a much better game if you want to play a crafting type game. There are just so many things about this game that aggravate me when its being touted as a game that is enjoyable and relaxing. I guess I will give it a 3 because of the beautiful graphics, otherwise I would be hard pressed to pay $20 for this half baked rubbish",3,ACNH,METACRITIC
thedstrat,22-05-2020,It’s a fine game but I got bored pretty quickly and the coop is so bad that it’s practically unplayable with 2 people.,5,ACNH,METACRITIC
leche_paterna,12-04-2020,Animal Crossing es la clara prueba de que Nintendo no solo sigue haciendo videojuegos únicos sino que además esta en plena forma.,10,ACNH,METACRITIC
Sakamoto_San,24-06-2020,El mismo juego que tuvimos en new leaft de 3ds la diferencia es que tienes menos opciones ya no puedes bucear ay menos tiendas las opciones de ir de viaje son menos (antes podias salir de paseo al asar con alguien ) aparte de que esta rotisimo el online aparte de que ahora es de paga tiene menos actividades ya no ay minijuegos con los amigos,1,ACNH,METACRITIC
AntonioMC,12-04-2020,"Amazing game! It is very funny.
Playing is one the best games of nintengo switch. I thing it must be nominated to Game of the year",10,ACNH,METACRITIC
camanu,20-07-2020,animalitos para niñas juego infumable aburrido mas de lo mismo no pierdan el tiempo jugando a esta busura,1,ACNH,METACRITIC
EdwardG,03-07-2020,"Cute, but tedious and more of a long chore than an engaging game. That's the impression I've been left with after 40 hours with Animal Crossing, and I'm honestly surprised I lasted that long. Then again, it is designed to get you playing every day as you're drip fed progress whilst you do the same boring tasks every day like picking up stones one by one or fishing where you can't move your line after casting it without just casting it again altogether. There's a lot of quality of life improvements that could be made here that even fans of this game have to admit, like being able to craft multiple items at once, for example. There's a lot of repeat dialogue that gets annoying as well, and when you give Blathers a new fish, insect or fossil in the museum you have to click through the same bunch of stuff every time for every item you bring before he'll tell you an interesting fact about it.

I can see the appeal a game like this might have to some people, as it is an escape from the real world where everything is pretty chill and you can design your island as you please. I found it really stressful though, and I know that might seem weird to some people. But the daily grind got to me, slowly ticking off those menial tasks and stressing over how to decorate my home. That might sound silly but if you're not the most creative person or you fuss over the little things, you might get a little stressed too.

There are some things I liked. It's got a very cute aesthetic and the museum is a really nice way to show off all the things you've caught and found. There's a lot of freedom in what you wear, and how you design your island and house which is great for creatives.

I wish I could've loved this game like it's many fans do, but I found it boring and stressful. It's got the Nintendo polish you'd expect, but also some quirks about not being able to have islands linked to individual accounts instead of the console that many people have complained about. Overall, I'd have to score this game 6/10. I might check it out again some time down the line, as it is getting updated with new seasonal events but I doubt those would fix my personal issues with the game.",6,ACNH,METACRITIC
Malvolo,13-04-2020,"El mejor juego de toda la saga animal crossing un gráficos muy pulidos la personalización es increíble la isla llena de vida y carisma. Las funciones online son básicas se puede ir a visitar amigos y amigas sin problemas. Este juego merece ser candidato a goty 2020.

Lo unico malo son los piperos que vienen a dar nota mala a este juegos solo por la envidia.",10,ACNH,METACRITIC
yasu_yagami,12-04-2020,"I like it is amazing, the online is great and grapfic is super cute I hope more people play this great game",10,ACNH,METACRITIC
MICKticken,15-04-2020,"this game gets a lot of flack for being boring. And I 100% agree. Upon starting this game, the player realizes how much of a time sink this game is. The first literal week of playing is a dull time. If the game progressed at the early game's pace it would be a failure. that being said, once you get the ladder things pick up dramatically. Animal Crossing evolves so wonderfully into this symphony of good vibes that you can't help but smile. everything is charming. The idle pose for your villager is putting his arms on his hips, similar to how I feel every time I do something right. there are 3 big downsides if you play this game. Online Multiplayer is a slog and really uninteresting. In fact, it takes a minute for anyone to even join your island. Nintendo has never seemed to understand how online multiplayer works, this game only proves that. The 2nd downside is the slow start. The first week or so is a disappointment. Nothing seems to ever happen. you get told to do menial tasks with the goal of god knows what. the clunky tedium of every action gets on your nerve quick. the 3rd thing is no mini-games. in the first Animal Crossing, you could unlock a bunch of NES games to play. there isn't any equivalent in New Horizons. the closest thing is running away from bees/spiders. the tedium is the gameplay. If you want action and adventure, Do not buy this game, If you want a serene yet flawed experience I would recommend.",7,ACNH,METACRITIC
JellyToast,19-04-2020,This is advertised as a multiplayer game but it’s not. It’s a one player game that a second person can join in and watch. Even if you decide to buy 2 switches and 2 games once you start an island with 2 people there is no way to separate the 2 or move your save files.,0,ACNH,METACRITIC
PriitySiick,03-06-2020,"I love this game.
A collectors dream game! With thousands of fish, bugs, fossils, paintings, furniture, and clothing items this game will keep anyone busy. It's very slow. It goes by real world time, but can be tricked by adjusting the system time in order to speed things up or even play into the ""Stalk"" market to gain an absurd amount bells early on. 10/10

The terraforming leaves a lot to be desired. It is very slow and tedious with only being able to change one space at a time. If you mess up you just wasted twice the amount of time on one space. 9/10

As someone who doesn't share their console with other people I never felt like I was in the backseat. However, I have taken a point off for the highly flawed multi-user experience as I feel it does take away from the game. 8/10",8,ACNH,METACRITIC
Bbplayer,11-04-2020,"A very relaxing game to play and a time sinker as well. The only complaint I have is the one island per switch situation, and the fact that you can't craft multiple items at once.",9,ACNH,METACRITIC
Darciukas,25-03-2020,"Animal Crossing is an experience which is definitely not for everyone. The game has charming graphics and calming sound effects, music. The gameplay is amazing and from what I have seen this is in my opinion the best Animal Crossing game. I would give this a 10/10 if didn't handle save file recovery like this. I really wish that I could back up my saves to the cloud so if I lost my Switch I wouldn't need to hope that Nintendo accepts my one time save file recovery proposal. I haven't lost my Switch once, but I really don't wanna risk it. I see a lot of people giving this game awful reviews just because you can only have one island per console. Grow up. I understand that some people might want more consoles if their entire family plays on the console, but please don't give the game 1/10 reviews only for that. As this is my first Animal Crossing game I can surely say that it is 100% worth the price! But just keep in mind that it's not for everyone.",9,ACNH,METACRITIC
Nebulous92,27-03-2020,This game oozes charm from the very first moments. You'll enjoy relaxing on your very own deserted island. The game is honestly a 10/10,10,ACNH,METACRITIC
Lobo_Nocturno,10-04-2020,"No había jugado un título de Animal Crossing antes y quería darla la oportunidad a este por el hype. No puedo dejar de jugarlo, la personalización de lo que puedes hacer con la isla y con los objetos de ella es inmensa. Se te hace rutina querer jugar para no perderte de los objetos diarios. Pensé que me aburriría pero no, es un juego muy bonito.",10,ACNH,METACRITIC
Stew22,17-04-2020,"I have the same issues with this game as most of the negative reviewers have had. The one island per one switch, only the first player can advance the game, the second player is basically the first player's **** boy, and the one thing that really pisses me off is that after a few days...it's just boring. I know it's a slow paced life sim, but damn, after 20 to 30 minutes I'm done doing things for the day. It's 2020 and ACNH is on the Nintendo Switch, but the game just seems like it is either unfinished or has less content to keep you interested each day than New Leaf. It's not horrible, but after hearing all the hype about playing together with friends, you would think you could actually play and build things together with your friends instead of this ""I am in charge and you will do all my bidding at my pace"" crap.",3,ACNH,METACRITIC
Blackrose1691,25-03-2020,Hours of fun so far. I love the game and cannot wait for more time to pass. Right now I am just watching my flowers crossbreed for the rare one!,10,ACNH,METACRITIC
PepeLePuke,07-04-2020,Fun relaxing time waisting game. It's a shame that you can't have more than one island. Other wise the game is great.,10,ACNH,METACRITIC
DatBoi27,31-03-2020,"If you exist then you need this game. There are some minor issues, like the hourly music not being unlocked for a while, but it is the most relaxing and wholesome game you will ever play. Tbh I've never played the previous titles, so I don't have any other games to compare it to, but from what I've played it's amazing.",10,ACNH,METACRITIC
Ditobi,12-04-2020,"STOP REVIEW BOMBING with fake WORDS 4SSH0L3S

Vengo siguiendo esta saga desde el Wild World y luego descubrí sobre los anteriores, incluso el de 64 para japón.

Esta edición para Switch es simplemente magistral. Han logrado cosas que realmente creo que eran muy necesarias, como el de colocar objetos tanto dentro como fuera de la casa.

Hasta ahora, la profundidad de los animales ha sido muy satisfactorio. Recuerden que el juego básicamente es como un simulador de vida y los animales deben sentirse únicos y no como bots a como pasó con New leaf, que se les sacrificó por temas de poder mejorar otros aspectos como el de los proyectos municipales.

No comprendo la queja de la gente con el tema de la isla.
Influencers de youtube, por no decir POSSERS que jamás tocaron un AC en su vida, dijieron que querían más gente para el online en la isla... le dan hasta 8 y ahora se quejan del online. ¿De verdad? Era obvio que iba a pasar eso, basta que alguien tenga mala conexión para que se arruine la experiencia, así que nintendo, que mucha gente pida algo no implica que siempre sea lo correcto.
Era muy obvio que eso iba a ocurrir.

Ahora con lo de la isla... ¿Amigo, alguna vez jugaste un AC anterior??? De cuando que en una consola puede hacer que exista un terreno o isla para cada usuario o aldeano? JAMÁS.
Obviamente el encargado de la isla (el primero) tendrá los privilegios a como el alcalde del ACNL.
¿Por qué la sorpresa? La respuesta es clara. JAMÁS JUGARON ALGÚN AC y sólo lo hicieron porque para hacer videos para youtube o por la moda, por no decir POSSERS que no saben nada de la franquicia.

Ahora ojalá nintendo pueda habilitar en un futuro parche el que el alcalde o encargado pueda otorgar permisos mientras se juegan entre varios.

Lo que no me gustó es que ya no hay música entre horas. Era algo mágico dependiendo de la hora y el tiempo (clima) y ahora al parecer es siempre la misma, salvo lo cambias con canela??
Eso me dolió, deberían de haberlo dejado como siempre y al menos dar la opción de que suene una canción siempre cuando se quiera en algunos casos.

Son cosas que a futuro pueden ser mejoradas con parches y actualizaciones, así que no tengo miedo en que nintendo haga esas cosas a futuro.

Es muy bonito juego y los fans reales del AC estamos contentísimos.
Me llegará hate por parte de algunos, pero la verdad duele dicen, sorry si les he ofendido.

Si eres nuevo en esta franquicia, tendrás la suerte de jugar al más completo de todos los AC que te prometerá horas infinitas de diversión y customización. No dudes en comprarlo porque una vez que empiezas, ya es muy dificil parar.

La creatividad e imaginación es tu único límite en este juego.",10,ACNH,METACRITIC
Link13,12-04-2020,"Excellent game, this title is a very good example of real entertainment for gamers, thanks Nintendo.",10,ACNH,METACRITIC
bioann,29-05-2020,"Игра, которая помогла мне справиться с полным отсутствием интереса к играм моей жены. Теперь мы каждый вечер, после того, как наш ребёнок засыпает в обнимку со своим любимым плюшевым зайцем, мы залипаем со своими любимыми животными (жителями) на своих консолях Nintendo Switch. У каждого свой остров и каждый по своему счастлив, хотя продолжаем ездить друг к другу в гости, чтобы полить цветы и увидеть изменения с последнего визита. Игра, которая раскрывается только в купе с богатой фантазией и желанием творить. Жанр игр серии Animal Crossing, как мне кажется, лучше всего описала со супруга: «дизайнерская песочница». От себя добавлю, что это ещё и отличный таймкиллер, в котором одно удовольствие проводить большое количество времени каждый день. 450+ часов с момента первого запуска и это даже не половина того, на что она способна.",10,ACNH,METACRITIC
EUDASH92,29-03-2020,"New Horizons is such a step forward that it's such a breath of fresh air to the franchise, sure there are some limitations to online which are aggravating but it's not game breaking and it's tolerable...what is not is the amount of Zero ratings because of the issue, I'm going to say this once but grow up and stop **** on our fun",10,ACNH,METACRITIC
Rigbo,27-11-2020,"Lacking in content, frustrating menus, boring and bland villager dialogue, updates that add cut content from older games so it really isn’t new stuff",4,ACNH,METACRITIC
Gmusca01,24-03-2020,"Fantastico, credo che dare uno 0 come voto per una cosa mai promessa sia veramente sciocco.",9,ACNH,METACRITIC
BluKat,25-03-2020,"The series has been very formulated up to this point, but New Horizons adds a lot of new fun aspects to the game without changing the identity of the franchise.",9,ACNH,METACRITIC
Xvrignis,25-03-2020,"This is the best AC, the graphics looks so nice and the gameplay is enjoyful. I have spent about 50 hours since last friday and I cant stop playing it. The game is BEAUTIFUL.",10,ACNH,METACRITIC
ZealFox,25-03-2020,"This is probably, no definitely the best Animal Crossing game yet. The objective system is great, and starting from a desolate island and ending with a thriving village is incredible. The multiplayer, at least local, could use some work, bad its not as bad as some people would have you think. Online is fine, and its how I expected, if not a little clunkier. The limitation of one town per switch I see could bother some people, but I know quite a few that love living in one town together with their family. Overall, the game is solid, and I wouod reccomend it to everyone.",9,ACNH,METACRITIC
Andris91,05-11-2020,"Not an actual review of the game, but one island per switch limitation is anti consumer ****",0,ACNH,METACRITIC
Ljones86,21-04-2020,"Sad I've felt like I had to give this score but inevitable. I'm a parent and also gamer, bought this for our whole family to play similar to how we did on new leaf. Sharing islands isn't an issue for us it makes it more enjoyable, the games quaint and addictive, with one MAJOR flaw. You cannot hold multiple islands like on new leaf with game save data.
The saves for this game do not save to profile save date or to memory cards but directly to the console meaning multiple world is completely off the table. Not a huge problem some people say. Well, when my 6 year old was made thiwr avatar first it became an issue. They don't play as much as myself and husband of course and us mainly being responsible for the building of the town's and helping our younger chikdren gather materials etc just became a nightmare: even more so that only the primary character can accept any quests. Therefore in order to all play and build our own characters means we either have to progress our 6 year olds character beyond what they are after or sacrifice our own progression. Badly thought put system.",2,ACNH,METACRITIC
Civ9,07-04-2020,"Best game ever if you don't have to share your island with anyone. I feel it was designed for people between 25 and 30 years old.

Don't miss this game just because the low ratings due to the one island per console issue, if you live alone you won't regret!",10,ACNH,METACRITIC
foolishren,04-04-2020,Just like every Animal Crossing game this is chill fun game. I play it about a hour a day or longer if I'm playing with friends. It lets you pretty much place furniture anywhere so you can really make the island your own.,9,ACNH,METACRITIC
Butryboms23,01-05-2020,"The game feels tedious and doesn't feel like a AAA game. A lot of the mechanics are so monotonous. If you want to craft multiple items, you have to go through the menu every. Single. Time. to craft. So if you want to craft 10 hot items, you have to go through the process 10 times with so many button presses when they easily could've let us craft a stack of items like Minecraft. I don't think the developers tested the game cuz if they did, they'd realize how tedious and boring so many of the aspects are. Also after you unlock terraforming, you can only break or build one thing at a time and the animation takes about two seconds per block. It took me half an hour to make some simple waterfalls and cliffs when it would have taken a fraction of the time if I didn't have to sit through the annoying animation for every block. They easily could've made it so we could break or build multiple things at once but like I said, it feels like the devs intentionally made the game super tedious cuz they thought it would be ""relaxing"" which it's not. It's annoying and they would realize if they played the game for more than 2 seconds. The villagers are also boring. In AC on the GameCube, the villagers had personality, felt different and wouldnt immediately treat you like a best friend. In this game, they all basically say the same stuff, they're all overly friendly and they no longer have chores for you in exchange for furniture. On top of that, they rarely interact with items or furniture which they do better in Pocket Camp. That's right, a $60 game has worse villagers than a free mobile game. Also 1 island per switch is the worst move I've seen from Nintendo in a long time and they should've fixed it. I tried to get into this game but whenever I try to catch bugs, fish, build stuff or get bells, the enjoyment is quickly ruined by how boring and monotonous everything is. This game could be way better if they fixed a few things but guarantee they wont",1,ACNH,METACRITIC
vale00,25-03-2020,"Great game! I have never played animal crossing before, and hesitated buying it, because I wasn't sure if I would enjoy it. I really am loving it, though. You get this warm feeling of being part of a community, and the characters feel really alive. Unlocking new recipes, buildings and islanders gives a sense of progression I didn't think the game would have, and it's pretty cool seeing the island grow more and more each day that passes.",10,ACNH,METACRITIC
CrybabyClown,25-03-2020,"Everything I've ever wanted from an Animal Crossing game. This island is my own, through and through. Yes it is a shame there's only one island per console, but that does not take this game from a 9 to a 1.",9,ACNH,METACRITIC
Namine_Zenitram,25-03-2020,"More of 7 1/2 than an 8...I've always loved the animal crossing series. But of course there are always some kind of problems. Its Nintendo, we all know that they make a lot of decisions because they want that $$$. We still give in and buy the games anyway. That being said here's some things I found wrong.

1st, the one island per switch situation. We all know about it by now. We all dislike that decision. I'm not gonna go in on how dumb that is. Especially since I'm one of the lucky house holds with 2 switches. 2nd, you can't go on the mystery island tours with local or online players. One of my friends and I's favorite part of new leaf was going on the island tours together. Felt like this is taking a step backwards.

3rd, we STILL can't kick out villagers once they moved in, just like new leaf you have to wait for the villager to make the suggestion to move, then say ok. Which sucks, cuz when nook gives you the task of placing the 3 houses for the new comers, you don't know who it will be until after you've finished making the furniture for said villagers. (Snooty jerks should start out in tents like the rest of us btw. But that's another topic all together). That is unless you had the nook miles to fly to 3 islands, happen to come across and convince 3 villagers you actually want to move into your island, b4 the task was given. Then and only then will you know who's moving in. Which feels like a slap in the face, since Nintendo advertised this game to let us pick and choose villagers 24/7.

4th, not being able to relocate the plaza, airport, river openings and the mineable rocks. dont have to explain why this is flawed.

5th, the museum dosent give you explanations on the bugs, fish or fossils once you found all the peices. In new leaf, once you donated something you can go in and read up a little info on what you found. Now you just look it up on your ""collections app"" or blathers can tell you about the bug/fish/fossils you find, if you have it in your inventory. Again felt like a step backwards.

6th, took away the choice of what room to build. In new leaf you can choose what rooms to build in your home. My old house had only the back room, attic and basement done. I wanted to recreate that house. Only for nook to tell me that the back room was going to be made frist, then the side room...again step backwards.

7th, not being able to put qr designs on all furniture items. Also some items not being customizable at all. Example, fence that I wish I could paint white, instead of buying the specific white version. Or wanting to put a custom color on the bed frame, not just the sheets.

8th, no way to load your self made qr designs, from new leaf/happy home, to the switch. If you remembered to take a picture of every qr code for every design you made, congratulations! You can use the Nintendo app and download a non-editable version onto the switch...if you have Nintendo online. Locking, what was free in the last series, behind a paywall now is just shameful. People would have gotten Nintendo online for the ability to visit friends islands as it is. Which leads me to the final complaint.

You know what really would have made people want to get Nintendo online for this game? CLOUD SAVES! They took away cloud saves to stop cheaters, yet people found a money glitch litterly on the release date!...But if you look past all these frustrations, the game is very relaxing and a fun time waster. A lot of these problems could be fixed with an update, so who knows what the future holds.",8,ACNH,METACRITIC
MarcSeriesX,25-03-2020,"It is a very good and calm game. I love the graphics (finally in HD!). The bad thing is that you only have one island per switch and it doesn't have a split screen. It is a shame, but there is time to improve it. I think if you like quiet games or are a fan of the saga, this will be your favorite.",8,ACNH,METACRITIC
gchiquetto,25-03-2020,"This game is excellent, I can't stop playing it, it's fun and has so many thing to do that I can spend hours and hours playing it and still don't get tired
Best game that I have played in a while",10,ACNH,METACRITIC
DomristVivaldis,25-03-2020,"Очень классная, хорошая, добрая игра! Всем рекомендую, игра на пару лет прохождения!) делал предзаказ на Нинтендо свитч 20.03.2020 года. Брал на картридже в мвидео за 3700₽. Самый огромный плюс и мои 10 балов на метакритик так это именно за РУССКИЙ ЯЗЫК!!!! Впервые в этой игре. И я очень рад этому. Оправдала мои ожидания на все сто!)",10,ACNH,METACRITIC
mbgreenleaf,25-03-2020,"While I totally agree that only allowing one island per Switch is a garbage move by Nintendo, everything else about this game is a 10/10.",8,ACNH,METACRITIC
kDidz,25-03-2020,"This game is the culmination of all the previous versions in one. It's perfect a game and I can't think of the developers enough. Some people are complaining that there's no goals, when you're daily tasks and goals are rewarded with Nook Points to keep you motivated. The whole point to this game is to relax, enjoy and do whatever you want to a deserted island to make it feel like home to you. Craft furniture. Fly to other islands. Have mega 8 player party popper fests with a voice chat feature through your phone. Amazing. Are there some flaws? Yes, but every game does. People who are rating it zero don't know what their talking about. I highly recommend this game for it just being so pure and wholesome and just so enjoyable.",10,ACNH,METACRITIC
Catzalot,25-03-2020,"Honestly a lovely game. I understand frustrations with the island restrictions, but this game is still a 10/10 for me. It's not a game you win, just a game you play, which often is just what I need.
If you need a relaxing, psuedo-life sim, this is your game.",10,ACNH,METACRITIC
Vilhelm55,25-03-2020,"This game is fantastic. What else can I say? It runs well on the Switch. The only issue that I have is that apparently the fishing tourney is timed to just 3 minutes. That sucks, but I think I can get over it : D",10,ACNH,METACRITIC
